Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ SAS,21,109.00,11700,36.3,83.2,57.0,8.7,1.52,54.83,10.27,13.40,10.56,36.8,21.0,37.4,37.00,56.43,56.43,100,,76,4.8,Y,28,50.75,4.3
Russell Westbrook,PG,OKC,vs ATL,23,121.25,11500,45.1,78.8,55.4,9.8,1.66,59.87,8.07,9.62,8.03,31.8,19.6,33.3,35.80,59.54,59.54,100,,83,5.2,Y,31,51.25,4.5
Anthony Davis,PF/C,NOP,@ MIA,13,115.75,11400,34.8,73.7,59.2,4.8,1.59,57.15,11.25,11.11,11.74,28.2,19.3,37.3,37.57,51.47,51.47,100,,81,4.5,Y,41,65.25,5.7
Joel Embiid,C,PHI,vs WAS,17,121.25,10900,33.4,72.8,55.6,3.7,1.60,57.77,11.06,11.25,10.24,32.4,19.2,34.7,33.32,50.25,50.25,100,,80,4.6,Y,22,42.75,3.9
LeBron James,SF/PF,LAL,vs DAL,15,113.75,10600,29.1,75,52.9,6.7,1.52,54.60,11.53,13.12,11.13,31.6,19.6,34.9,34.74,48.77,48.77,100,,75,4.6,Y,31,41.25,3.9
Blake Griffin,PF/C,DET,vs CHI,29,113.00,9600,27,79.3,47.2,5.1,1.30,46.89,11.80,14.95,11.57,28.5,18.4,36.2,35.30,49.38,49.38,100,,68,5.1,Y,31,41.50,4.3
Damian Lillard,PG,POR,vs DEN,10,106.50,9500,27.5,69.1,45.6,6.0,1.31,47.04,10.95,11.88,11.14,30.4,19.9,34.9,36.61,45.29,45.29,100,,74,4.8,Y,40,29.25,3.1
Andre Drummond,C,DET,vs CHI,22,113.00,9400,26.3,74,46.9,1.4,1.40,50.28,9.13,13.62,8.6,24.5,15.2,33.6,33.90,46.71,46.71,100,,71,5,Y,30,59.50,6.3
Kyrie Irving,PG,BOS,vs CLE,6,109.25,9300,21.8,71.6,42.8,6.4,1.33,47.72,11.13,14.23,10.06,28.5,18.1,32.3,32.54,43.12,43.12,100,,67,4.6,Y,27,41.50,4.5
Marc Gasol,C,MEM,@ BKN,26,104.75,9100,30.9,66.9,43.0,4.0,1.23,44.18,8.40,10.28,8.33,22.5,13.6,35.0,35.71,46.32,46.32,100,,76,5.1,Y,47,51.25,5.6
