Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Anthony Davis,PF/C,NOP,@ POR,18,115.75,11700,42.8,85.8,62.3,4.4,1.68,60.41,10.44,12.29,10.79,29.7,20.7,37.1,37.20,61.23,61.23,100,,80,5.2,Y,36,40.25,3.4
Kevin Durant,SF/PF,GSW,@ LAC,30,124.00,10100,31,74.6,50.3,6.0,1.41,50.72,9.87,12.46,9.86,30.4,19.2,35.7,35.98,49.65,49.65,100,,75,4.9,Y,35,46.75,4.6
Stephen Curry,PG/SG,GSW,@ LAC,24,124.00,10000,30.4,73.9,48.9,5.4,1.42,51.05,12.95,12.41,12.54,30.9,20.2,34.5,34.85,49.03,49.03,100,,75,4.9,Y,33,45.25,4.5
Karl-Anthony Towns,C,MIN,vs SAS,3,113.75,9700,19.2,74.8,48.2,2.9,1.44,51.82,14.20,15.88,13.53,26.9,16.3,33.5,34.30,43.05,43.05,100,,67,4.4,Y,21,31.00,3.2
Nikola Vucevic,C,ORL,vs BKN,27,109.00,9400,29.6,71.8,45.6,3.8,1.47,52.99,11.85,12.07,10.77,27.7,16.1,31.0,32.71,47.66,47.66,100,,74,5.1,Y,33,50.25,5.3
Kyrie Irving,PG,BOS,vs MEM,16,108.50,9000,26.2,71.9,43.4,6.7,1.34,48.38,10.51,13.05,10.07,28.4,17.7,32.3,34.50,45.82,45.82,100,,70,5.1,Y,36,67.25,7.5
Donovan Mitchell,PG/SG,UTA,vs CLE,19,115.25,8900,21.4,62,35.4,3.7,1.07,38.55,10.38,11.61,9.84,30.8,19.0,33.0,34.14,38.82,38.82,100,,67,4.4,Y,26,36.50,4.1
Rudy Gobert,C,UTA,vs CLE,11,115.25,8800,24.5,62.4,40.7,2.1,1.29,46.41,10.03,10.83,9.51,17.5,8.5,31.6,34.15,40.74,40.74,100,,73,4.6,Y,27,53.25,6.1
Blake Griffin,PF/C,DET,vs MIA,1,104.25,8700,14.4,58.9,46.0,5.2,1.27,45.86,10.63,12.70,10.72,29.1,18.1,36.1,36.31,33.48,33.48,100,,72,3.8,Y,37,61.75,7.1
Damian Lillard,PG,POR,vs NOP,19,117.75,8600,26.1,62.5,44.0,6.1,1.25,45.03,10.21,10.40,9.93,29.8,19.2,35.2,35.02,41.74,41.74,100,,76,4.9,Y,37,44.25,5.1
Andre Drummond,C,DET,vs MIA,4,104.25,8400,14.6,57.1,44.1,1.2,1.32,47.33,10.27,12.14,9.8,23.7,14.1,33.5,34.36,32.85,32.85,100,,72,3.9,Y,7,5.75,0.7
Jusuf Nurkic,C,POR,vs NOP,22,117.75,8200,23,64.5,37.3,3.2,1.38,49.63,10.45,11.84,8.73,24.3,11.0,27.1,30.07,40.80,40.80,100,,68,5,Y,26,42.00,5.1
Kevin Love,PF/C,CLE,@ UTA,20,100.25,8100,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
Jrue Holiday,PG/SG,NOP,@ POR,30,115.75,8000,33.1,62.7,43.5,8.2,1.19,42.66,8.04,8.47,8.18,24.8,17.0,36.7,36.63,45.79,45.79,100,,81,5.7,Y,37,32.50,4.1
DeMar DeRozan,SG/SF,SAS,@ MIN,20,112.75,7800,0,25.3,41.1,6.4,1.16,41.76,10.98,12.66,0,28.4,17.9,35.4,0.00,0.00,0.00,100,,69,0,,,,
LaMarcus Aldridge,PF/C,SAS,@ MIN,3,112.75,7600,22.1,65.7,37.8,2.4,1.16,41.87,8.88,12.46,8.61,26.9,15.9,32.5,34.89,40.82,40.82,100,,67,5.4,Y,36,44.25,5.8
Julius Randle,PF/C,NOP,@ POR,18,115.75,7500,15.6,55.9,38.1,2.9,1.30,46.74,11.91,11.51,9.91,26.7,13.5,29.3,29.96,32.87,32.87,100,,70,4.4,Y,37,40.75,5.4
D'Angelo Russell,PG/SG,BKN,@ ORL,9,108.00,7300,16.6,61.1,35.5,6.4,1.21,43.41,12.08,12.71,10.2,29.3,16.8,29.4,30.39,35.65,35.65,100,,64,4.9,Y,33,58.50,8
