Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,@ LAL,21,122.50,11600,39.8,82.2,57.2,5.9,1.74,62.55,11.61,12.12,10,31.7,17.3,32.9,31.00,57.99,57.99,100,,79,5,Y,32,49.25,4.2
LeBron James,SF/PF,LAL,vs MIL,30,117.50,11400,39.6,85.5,53.9,7.8,1.54,55.35,10.83,13.11,11.36,30.8,19.3,35.1,37.75,59.29,59.29,100,,76,5.2,Y,39,58.25,5.1
Kyrie Irving,PG,BOS,vs WAS,21,122.25,8900,29,76.5,44.3,6.8,1.35,48.85,10.56,13.58,10.05,28.4,18.1,32.7,34.25,49.32,49.32,100,,69,5.5,Y,33,40.00,4.5
Kawhi Leonard,SF/PF,TOR,vs POR,2,116.75,8800,33.6,69.6,45.7,3.3,1.34,48.15,7.72,10.27,7.45,29.8,18.7,34.2,34.75,49.05,49.05,100,,78,5.6,Y,34,55.25,6.3
Bradley Beal,SG,WAS,@ BOS,4,112.25,8700,28.7,72.9,44.2,5.3,1.19,42.92,8.24,12.64,8.87,28.1,19.6,37.0,38.75,47.61,47.61,100,,71,5.5,Y,38,59.75,6.9
Lauri Markkanen,PF/C,CHI,@ ATL,21,114.50,8600,22.3,63.9,36.7,1.4,1.12,40.33,11.17,11.87,10.94,25.4,15.5,32.7,35.25,40.13,40.13,100,,68,4.7,Y,54,61.75,7.2
D'Angelo Russell,PG/SG,BKN,vs CHA,14,115.50,8500,21.1,68.6,37.9,6.6,1.27,45.59,12.01,13.57,10.84,30.1,17.9,29.9,32.50,41.46,41.46,100,,64,4.9,Y,28,34.50,4.1
Damian Lillard,PG,POR,@ TOR,10,112.75,8400,30.7,66.1,44.7,6.4,1.27,45.89,9.72,10.10,9.52,29.4,19.2,35.1,35.25,45.89,45.89,100,,77,5.5,Y,37,44.00,5.2
Devin Booker,PG/SG,PHX,vs NOP,10,117.50,8300,22,64.2,41.0,6.7,1.18,42.51,8.70,12.04,8.16,31.5,18.9,34.7,33.75,40.09,40.09,100,,71,4.8,Y,34,43.50,5.2
Kemba Walker,PG,CHA,@ BKN,28,113.50,8200,26.7,72.2,42.6,5.7,1.23,44.46,10.91,13.02,11.06,30.6,20.1,34.5,36.50,46.18,46.18,100,,69,5.6,Y,38,47.50,5.8
Trae Young,PG,ATL,vs CHI,7,115.50,8100,23.5,63.4,35.1,7.7,1.15,41.31,9.61,11.39,9.61,27.6,14.7,30.6,36.00,40.58,40.58,100,,68,5,Y,56,87.00,10.7
Julius Randle,PF/C,NOP,@ PHX,27,121.50,8000,30.8,70.1,38.5,3.0,1.29,46.42,11.20,11.23,10.89,27.0,13.8,29.9,35.00,47.61,47.61,100,,71,6,Y,28,29.75,3.7
Jrue Holiday,PG/SG,NOP,@ PHX,30,121.50,7900,32.6,62.7,43.8,7.9,1.22,43.80,8.00,8.62,7.67,25.4,17.2,36.0,34.50,45.48,45.48,100,,80,5.8,Y,31,43.75,5.5
