Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Kevin Durant,SF/PF,GSW,@ HOU,1,106.50,11100,36.8,75.8,49.9,6.5,1.43,51.52,9.17,11.13,9.14,29.6,18.5,34.9,35.88,53.50,53.50,100,,78,4.8,Y,30,30.25,2.7
James Harden,PG/SG,HOU,vs GSW,25,110.50,10700,47.1,74.8,51.9,7.7,1.42,51.14,6.54,7.89,6.82,35.0,19.3,36.5,37.52,58.98,58.98,100,,85,5.5,Y,32,40.75,3.8
Stephen Curry,PG/SG,GSW,@ HOU,9,106.50,9900,0,23.4,48.6,6.1,1.46,52.65,11.98,11.68,0,31.2,19.8,33.3,0.00,0.00,0.00,100,,76,0,,,,
Nikola Jokic,C,DEN,vs ATL,14,117.75,9600,20.4,77.9,45.5,6.9,1.54,55.35,16.68,16.42,15.14,23.9,11.6,29.6,32.67,45.02,45.02,100,,64,4.7,Y,25,43.25,4.5
DeMar DeRozan,SG/SF,SAS,@ LAC,9,105.50,8800,20.4,63.7,44.2,6.4,1.21,43.45,9.64,12.36,9.92,28.2,18.8,36.6,37.04,38.97,38.97,100,,72,4.4,Y,41,56.50,6.4
LaMarcus Aldridge,PF/C,SAS,@ LAC,23,105.50,8200,19.7,61.2,37.5,2.5,1.07,38.49,9.15,11.86,8.79,25.4,16.6,35.1,34.60,37.51,37.51,100,,68,4.6,Y,38,39.50,4.8
Draymond Green,PF/C,GSW,@ HOU,13,106.50,8100,13.3,51,32.6,7.4,1.05,37.86,10.50,10.75,8.58,13.8,6.5,31.0,29.40,29.46,29.46,100,,67,3.6,Y,24,13.25,1.6
Chris Paul,PG,HOU,vs GSW,4,110.50,8000,21.2,60.5,40.9,7.5,1.17,41.95,12.69,11.23,12.58,24.5,14.5,35.1,35.68,38.00,38.00,100,,73,4.8,Y,28,36.75,4.6
Klay Thompson,SG,GSW,@ HOU,20,106.50,7400,18.1,59.6,32.9,1.8,0.97,34.89,16.31,11.85,16.1,27.4,18.7,33.9,35.53,35.89,35.89,100,,64,4.9,Y,29,16.25,2.2
Trae Young,PG,ATL,@ DEN,10,104.75,7300,16.9,55.2,35.2,8.2,1.16,41.86,9.49,10.95,7.96,28.7,15.3,30.3,30.18,33.29,33.29,100,,69,4.6,Y,27,15.50,2.1
Tobias Harris,SF/PF,LAC,vs SAS,26,111.50,7200,27.9,51.7,37.6,2.1,1.09,39.19,6.44,6.79,6.08,22.9,15.5,34.5,33.98,38.13,38.13,100,,82,5.3,Y,39,37.50,5.2
Clint Capela,C,HOU,vs GSW,6,110.50,7000,18.3,42.6,36.6,1.8,1.09,39.39,5.93,6.94,5.52,19.6,11.2,33.5,33.54,28.74,28.74,100,,81,4.1,Y,30,27.50,3.9
Jamal Murray,PG/SG,DEN,vs ATL,27,117.75,6500,13.7,58,30.9,3.8,0.92,33.04,13.05,12.63,11.35,23.8,15.4,33.7,31.31,32.69,32.69,100,,59,5,,23,29.50,4.5
Montrezl Harrell,PF/C,LAC,vs SAS,19,111.50,6200,16.4,56.6,29.6,1.3,1.28,45.96,10.96,11.50,8.55,21.4,8.0,23.2,28.08,33.61,33.61,100,,61,5.4,,27,32.00,5.2
Gary Harris,SG,DEN,vs ATL,27,117.75,6100,23,49,29.2,2.8,0.87,31.39,8.89,7.42,8.35,22.4,14.4,33.5,33.82,34.12,34.12,100,,75,5.6,Y,27,32.25,5.3
DeMarcus Cousins,PF/C,GSW,@ HOU,1,106.50,6000,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Louis Williams,PG/SG,LAC,vs SAS,21,111.50,6000,19.2,40.8,29.7,4.2,1.13,40.75,11.55,6.18,8.8,31.7,14.6,26.2,27.43,28.44,28.44,100,,79,4.7,,28,29.25,4.9
Taurean Prince,SF,ATL,@ DEN,2,104.75,5900,0,16.4,28.8,2.8,0.99,35.48,11.30,8.21,0,24.6,12.9,29.2,0.00,0.00,0.00,100,,71,0,,,,
Paul Millsap,PF/C,DEN,vs ATL,29,117.75,5800,17.4,52.2,27.8,1.6,1.04,37.47,11.12,9.93,8.1,21.2,9.5,26.7,26.21,32.32,32.32,100,,64,5.6,Y,25,48.75,8.4
Danilo Gallinari,SF/PF,LAC,vs SAS,26,111.50,5800,24.8,43.7,30.9,1.6,1.01,36.29,7.73,5.40,6.74,23.7,13.7,30.7,31.40,32.88,32.88,100,,83,5.7,Y,31,28.50,4.9
Quinn Cook,PG,GSW,@ HOU,9,106.50,5700,10.4,55,15.7,2.0,0.96,34.58,17.78,12.74,14.87,21.1,7.2,16.3,30.10,29.53,29.53,100,,19,5.2,,24,16.50,2.9
Rudy Gay,SF/PF,SAS,@ LAC,29,105.50,5600,15.4,48.8,29.2,1.8,1.07,38.64,7.42,9.55,5.2,22.5,11.6,27.2,25.25,29.69,29.69,100,,67,5.3,,25,30.00,5.4
Kent Bazemore,SG/SF,ATL,@ DEN,2,104.75,5500,10.2,49.8,28.0,2.1,0.99,35.52,10.74,11.31,8.84,21.8,11.6,28.4,29.64,27.18,27.18,100,,60,4.9,Y,21,16.50,3
Will Barton,SG/SF,DEN,vs ATL,22,117.75,5500,0,4,30.8,3.0,1.14,41.00,10.39,2.00,0,20.3,10.5,27.0,0.00,0.00,0.00,100,,0,0,,,,
John Collins,C,ATL,@ DEN,3,104.75,5500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Shai Gilgeous-Alexander,PG,LAC,vs SAS,5,111.50,5300,9.5,40.7,21.9,3.2,0.79,28.35,7.98,8.90,7.67,16.3,7.6,27.8,34.60,22.87,22.87,100,,59,4.3,Y,27,14.25,2.7
Eric Gordon,PG/SG,HOU,vs GSW,25,110.50,5000,14.2,38.9,23.8,1.6,0.73,26.15,8.74,7.08,7.63,24.9,16.1,32.7,31.44,24.77,24.77,100,,70,5,,29,24.00,4.8
Derrick White,PG,SAS,@ LAC,6,105.50,4800,6.8,41.5,21.3,4.8,0.84,30.39,9.27,9.89,7.63,20.7,8.5,25.3,29.62,21.68,21.68,100,,54,4.5,Y,17,3.50,0.7
