Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,vs NOP,4,120.25,11500,58.4,58.4,,,,,,,0,,,,35.70,58.37,58.37,100,,0,5.1,Y,35,53.25,4.6
Anthony Davis,PF/C,NOP,@ HOU,24,112.25,11100,50.2,50.2,,,,,,,0,,,,35.76,50.24,50.24,100,,0,4.5,Y,39,77.00,6.9
Giannis Antetokounmpo,SF/PF,MIL,@ CHA,17,112.00,10900,53.1,53.1,,,,,,,0,,,,34.58,53.08,53.08,100,,0,4.9,Y,35,59.00,5.4
Nikola Jokic,C,DEN,@ LAC,23,112.50,9900,54.9,54.9,,,,,,,0,,,,34.50,54.92,54.92,100,,0,5.5,Y,34,44.00,4.4
Karl-Anthony Towns,C,MIN,@ SAS,11,105.00,9800,47.2,47.2,,,,,,,0,,,,36.73,47.16,47.16,100,,0,4.8,Y,22,22.75,2.3
Andre Drummond,C,DET,vs BKN,26,109.00,9500,50.2,50.2,,,,,,,0,,,,35.61,50.21,50.21,100,,0,5.3,Y,32,54.00,5.7
Chris Paul,PG,HOU,vs NOP,3,120.25,8900,38.2,38.2,,,,,,,0,,,,32.24,38.20,38.20,100,,0,4.3,Y,32,39.25,4.4
Kevin Love,PF/C,CLE,@ TOR,8,101.00,8600,36.5,36.5,,,,,,,0,,,,31.48,36.45,36.45,100,,0,4.2,Y,34,31.75,3.7
Blake Griffin,PF/C,DET,vs BKN,19,109.00,8200,41.5,41.5,,,,,,,0,,,,35.64,41.48,41.48,100,,0,5.1,Y,34,45.00,5.5
Kawhi Leonard,SG/SF,TOR,vs CLE,15,114.00,8100,51,51,,,,,,,0,,,,34.72,51.00,51.00,100,,0,6.3,Y,37,43.00,5.3
Victor Oladipo,PG/SG,IND,vs MEM,14,106.00,8000,42.8,42.8,,,,,,,0,,,,33.67,42.76,42.76,100,,0,5.3,Y,26,29.75,3.7
Donovan Mitchell,PG/SG,UTA,@ SAC,11,106.50,7900,37.2,37.2,,,,,,,0,,,,35.51,37.18,37.18,100,,0,4.7,Y,36,34.25,4.3
Rudy Gobert,C,UTA,@ SAC,12,106.50,7800,38.2,38.2,,,,,,,0,,,,33.36,38.23,38.23,100,,0,4.9,Y,37,44.25,5.7
DeAndre Jordan,C,DAL,@ PHX,8,107.50,7700,38.8,38.8,,,,,,,0,,,,31.61,38.82,38.82,100,,0,5,Y,30,33.00,4.3
Kemba Walker,PG,CHA,vs MIL,5,109.00,7600,33.2,33.2,,,,,,,0,,,,33.37,33.20,33.20,100,,0,4.4,Y,39,55.50,7.3
Jrue Holiday,PG/SG,NOP,@ HOU,24,112.25,7500,40.6,40.6,,,,,,,0,,,,35.48,40.55,40.55,100,,0,5.4,Y,38,28.25,3.8
Aaron Gordon,SF/PF,ORL,vs MIA,13,103.50,7400,34.5,34.5,,,,,,,0,,,,33.32,34.49,34.49,100,,0,4.7,Y,38,50.50,6.8
DeMar DeRozan,SG/SF,SAS,vs MIN,5,107.00,7400,33.1,33.1,,,,,,,0,,,,33.66,33.09,33.09,100,,0,4.5,Y,38,38.00,5.1
Devin Booker,PG/SG,PHX,vs DAL,16,105.50,7400,36.9,36.9,,,,,,,0,,,,34.95,36.87,36.87,100,,0,5,Y,33,52.00,7
LaMarcus Aldridge,PF/C,SAS,vs MIN,5,107.00,7300,42.8,42.8,,,,,,,0,,,,32.43,42.78,42.78,100,,0,5.9,Y,42,56.25,7.7
Hassan Whiteside,C,MIA,@ ORL,3,105.50,7300,43.2,43.2,,,,,,,0,,,,28.61,43.20,43.20,100,,0,5.9,Y,34,41.50,5.7
Clint Capela,C,HOU,vs NOP,5,120.25,7200,34.6,34.6,,,,,,,0,,,,29.90,34.56,34.56,100,,0,4.8,Y,26,21.00,2.9
Kyle Lowry,PG,TOR,vs CLE,15,114.00,7200,37.6,37.6,,,,,,,0,,,,31.83,37.59,37.59,100,,0,5.2,Y,36,45.25,6.3
Khris Middleton,SG/SF,MIL,@ CHA,17,112.00,7200,38.6,38.6,,,,,,,0,,,,35.08,38.59,38.59,100,,0,5.4,Y,33,42.75,5.9
Enes Kanter,C,NYK,vs ATL,22,110.00,7200,37,37,,,,,,,0,,,,28.84,37.03,37.03,100,,0,5.1,Y,27,39.25,5.5
Nikola Vucevic,C,ORL,vs MIA,14,103.50,7100,32.1,32.1,,,,,,,0,,,,29.00,32.05,32.05,100,,0,4.5,Y,28,28.00,3.9
Eric Bledsoe,PG/SG,MIL,@ CHA,17,112.00,7100,38.7,38.7,,,,,,,0,,,,31.33,38.72,38.72,100,,0,5.5,Y,34,29.00,4.1
Tobias Harris,SF/PF,LAC,vs DEN,20,111.50,7000,31.1,31.1,,,,,,,0,,,,33.73,31.13,31.13,100,,0,4.4,Y,41,40.50,5.8
Dennis Smith Jr.,PG,DAL,@ PHX,12,107.50,7000,36.6,36.6,,,,,,,0,,,,31.19,36.62,36.62,100,,0,5.2,Y,28,29.00,4.1
Ricky Rubio,PG,UTA,@ SAC,11,106.50,6900,36.9,36.9,,,,,,,0,,,,29.50,36.93,36.93,100,,0,5.4,Y,22,10.50,1.5
Jamal Murray,PG/SG,DEN,@ LAC,22,112.50,6900,35.8,35.8,,,,,,,0,,,,34.96,35.83,35.83,100,,0,5.2,Y,32,19.75,2.9
Deandre Ayton,C,PHX,vs DAL,15,105.50,6900,34.6,34.6,,,,,,,0,,,,32.68,34.55,34.55,100,,0,5,Y,36,45.00,6.5
Julius Randle,PF/C,NOP,@ HOU,24,112.25,6800,31.1,31.1,,,,,,,0,,,,30.62,31.14,31.14,100,,0,4.6,,24,40.50,6
Paul Millsap,PF/C,DEN,@ LAC,22,112.50,6800,29.5,29.5,,,,,,,0,,,,30.73,29.47,29.47,100,,0,4.3,Y,30,35.50,5.2
