Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs CHA,7,120.00,11300,44,86.4,57.3,5.9,1.74,62.62,11.82,12.13,11.16,31.9,17.3,32.9,34.00,62.18,62.18,100,,79,5.5,Y,30,53.25,4.7
LeBron James,SF/PF,LAL,vs BOS,15,106.75,10800,28,72.3,54.1,7.9,1.53,55.14,10.58,12.67,9.26,30.8,19.4,35.3,31.50,46.96,46.96,100,,77,4.3,Y,28,64.00,5.9
Karl-Anthony Towns,C,MIN,vs WAS,17,125.00,10400,37.3,92,49.6,3.2,1.51,54.43,14.12,15.64,14.71,28.2,16.7,32.8,37.50,60.71,60.71,100,,68,5.8,Y,37,72.00,6.9
Bradley Beal,SG,WAS,@ MIN,4,118.00,9700,31.5,75.1,44.6,5.5,1.20,43.23,8.28,12.45,9.09,28.1,19.6,37.1,39.50,50.22,50.22,100,,72,5.2,Y,45,67.00,6.9
Kyrie Irving,PG,BOS,@ LAL,27,113.75,9000,28.8,75.1,44.3,7.0,1.35,48.77,10.36,13.22,10,28.2,17.8,32.7,34.75,48.66,48.66,100,,70,5.4,Y,35,56.25,6.3
Damian Lillard,PG,POR,vs PHX,30,119.50,8800,33.2,70.5,44.9,6.4,1.27,45.78,9.73,10.67,10.07,29.3,19.3,35.3,37.25,49.18,49.18,100,,76,5.6,Y,29,35.00,4
Devin Booker,PG/SG,PHX,@ POR,19,107.50,8400,23.4,65,41.3,6.6,1.18,42.62,9.02,11.88,8.96,31.6,18.9,34.9,35.75,41.25,41.25,100,,71,4.9,Y,31,35.50,4.2
Kemba Walker,PG,CHA,@ MIL,3,108.00,8300,25.1,69.7,42.4,5.8,1.22,43.96,10.79,12.74,10.86,30.5,20.1,34.7,36.25,44.24,44.24,100,,70,5.3,Y,31,36.75,4.4
Trae Young,PG,ATL,vs BKN,19,117.50,8200,19.6,64.4,35.7,7.7,1.16,41.73,9.75,12.80,9.14,27.8,15.0,30.8,33.75,38.75,38.75,100,,64,4.7,Y,29,58.50,7.1
D'Angelo Russell,PG/SG,BKN,@ ATL,22,121.50,8100,20.6,67.1,37.7,6.7,1.27,45.72,11.82,13.26,10.01,30.2,17.8,29.7,30.50,40.53,40.53,100,,65,5,Y,31,33.75,4.2
John Collins,PF/C,ATL,vs BKN,29,117.50,7200,19.7,55,35.9,2.0,1.20,43.32,10.45,10.10,8.35,23.8,13.3,29.8,28.75,34.81,34.81,100,,72,4.8,Y,30,64.00,8.9
Jusuf Nurkic,C,POR,vs PHX,25,119.50,7000,27.6,67.2,37.7,3.3,1.38,49.54,10.58,11.32,8.82,24.3,11.1,27.4,30.00,44.53,44.53,100,,70,6.4,Y,22,27.75,4
Khris Middleton,SG/SF,MIL,vs CHA,15,120.00,6900,26,50.6,33.8,4.3,1.08,39.05,7.75,7.05,7.05,24.3,14.2,31.2,32.75,36.54,36.54,100,,79,5.3,Y,28,21.00,3
Brandon Ingram,PG/SF,LAL,vs BOS,15,106.75,6800,0,18.1,30.5,3.0,0.90,32.47,8.36,9.05,0,23.5,14.0,33.8,0.00,0.00,0.00,100,,70,0,,,,
Rajon Rondo,PG,LAL,vs BOS,9,106.75,6700,13.1,62.2,29.1,7.6,1.02,36.73,12.02,14.01,11.6,17.5,9.0,28.5,34.75,34.16,34.16,100,,52,5.1,Y,31,25.50,3.8
Al Horford,PF/C,BOS,@ LAL,21,113.75,6600,21.6,57.6,32.1,4.0,1.12,40.29,11.06,10.28,9.45,18.7,10.4,28.7,30.75,37.00,37.00,100,,68,5.6,Y,28,24.50,3.7
Deandre Ayton,C,PHX,@ POR,8,107.50,6500,21.4,58.3,35.8,1.9,1.16,41.68,10.18,10.55,8.91,20.9,12.1,30.9,31.50,37.21,37.21,100,,71,5.7,Y,32,32.50,5
Eric Bledsoe,PG,MIL,vs CHA,11,120.00,6300,21.1,59.6,33.3,5.4,1.14,41.07,13.07,10.99,11.25,22.7,12.4,29.2,31.00,37.61,37.61,100,,67,6,Y,27,29.75,4.7
Kelly Oubre Jr.,SG/SF,PHX,@ POR,2,107.50,6200,13.2,53.8,26.4,1.2,0.96,34.59,11.45,11.60,9.7,22.5,11.8,27.5,30.50,30.58,30.58,100,,56,4.9,Y,29,33.25,5.4
C.J. McCollum,PG/SG,POR,vs PHX,5,119.50,6100,21.5,58,33.3,2.8,0.97,34.92,10.47,10.42,10.69,25.6,18.0,34.3,36.75,37.12,37.12,100,,69,6.1,Y,30,41.25,6.8
Kyle Kuzma,SF/PF,LAL,vs BOS,15,106.75,6100,0,21.1,31.4,2.5,0.95,34.40,8.74,10.55,0,23.7,15.4,32.9,0.00,0.00,0.00,100,,66,0,,,,
Dewayne Dedmon,PF/C,ATL,vs BKN,13,117.50,6000,0,20,26.8,1.4,1.07,38.34,10.53,9.98,0,16.8,8.2,25.1,0.00,0.00,0.00,100,,63,0,,,,
