Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,@ PHI,30,117.50,11100,43,86.6,57.3,5.9,1.75,63.00,11.77,12.45,10.95,32.3,17.4,32.7,33.50,61.71,61.71,100,,78,5.6,Y,35,83.25,7.5
Joel Embiid,C,PHI,vs MIL,8,112.50,10200,37.2,79.3,54.9,3.4,1.63,58.83,12.04,12.01,11.2,33.0,18.5,33.6,33.50,55.24,55.24,100,,78,5.4,Y,37,84.25,8.3
Ben Simmons,PG/SF,PHI,vs MIL,7,112.50,9100,29.6,69.2,43.7,7.8,1.28,46.12,10.98,11.33,10.9,22.0,12.2,34.1,35.75,46.55,46.55,100,,74,5.1,Y,36,30.50,3.4
Stephen Curry,PG/SG,GSW,@ LAL,20,119.75,8900,32.6,71.4,46.9,5.3,1.38,49.50,11.39,11.10,10.99,30.2,19.8,34.1,34.75,49.22,49.22,100,,76,5.5,Y,29,31.50,3.5
Kevin Durant,SF/PF,GSW,@ LAL,8,119.75,8700,32.3,73.7,46.9,5.7,1.34,48.42,10.31,11.82,10.02,29.0,18.1,34.9,35.00,50.04,50.04,100,,75,5.8,Y,29,33.00,3.8
Eric Bledsoe,PG,MIL,@ PHI,4,117.50,7400,22.3,61.1,33.8,5.5,1.15,41.29,12.85,11.09,11.33,22.9,12.6,29.5,31.75,38.90,38.90,100,,67,5.3,Y,3,0.00,
Khris Middleton,SG/SF,MIL,@ PHI,2,117.50,7300,25.5,54.2,34.7,4.3,1.11,39.78,8.78,8.19,8.11,24.7,14.8,31.4,33.25,37.83,37.83,100,,76,5.2,Y,25,34.75,4.8
De'Aaron Fox,PG,SAC,vs CLE,19,119.25,7200,23.4,61.9,36.9,7.3,1.16,41.69,10.87,11.02,9.74,24.7,13.7,31.8,32.25,39.89,39.89,100,,70,5.5,Y,34,40.25,5.6
DeMarcus Cousins,C,GSW,@ LAL,29,119.75,7100,33.6,66.6,36.8,3.6,1.44,51.83,11.55,9.42,9.63,27.6,11.9,25.6,30.00,47.74,47.74,100,,74,6.7,Y,24,42.00,5.9
Tobias Harris,SF/PF,PHI,vs MIL,29,112.50,7000,24.2,57.2,36.9,2.8,1.05,37.95,8.76,9.41,8.82,22.8,15.3,35.0,36.25,38.33,38.33,100,,74,5.5,Y,30,30.25,4.3
