Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs CHI,27,121.75,12000,39.9,82.2,56.9,5.9,1.69,60.86,11.42,12.09,11.34,32.2,17.9,33.6,35.75,57.99,57.99,100,,79,4.8,Y,34,67.25,5.6
James Harden,PG/SG,HOU,vs DAL,23,111.50,11600,35.7,79.9,55.6,8.2,1.49,53.49,8.95,12.62,9.48,37.1,21.4,37.4,38.15,54.63,54.63,100,,77,4.7,Y,37,78.75,6.8
Anthony Davis,PF/C,NOP,vs WAS,4,124.00,11400,26.8,66.8,59.2,4.9,1.58,56.91,11.53,11.43,11.98,28.1,19.2,37.5,37.39,43.97,43.97,100,,81,3.9,Y,34,58.25,5.1
Joel Embiid,C,PHI,vs NYK,15,120.00,11200,30.7,70.9,55.5,3.5,1.59,57.26,10.95,11.48,10.15,32.2,19.1,34.9,33.36,47.94,47.94,100,,79,4.3,Y,30,59.00,5.3
Russell Westbrook,PG,OKC,vs CLE,5,114.25,10900,41,66.7,53.5,9.3,1.62,58.31,6.95,7.33,7.1,32.4,19.8,33.0,36.80,52.04,52.04,100,,86,4.8,Y,37,77.25,7.1
Karl-Anthony Towns,C,MIN,vs SAS,2,109.25,9400,12.4,62.1,44.1,2.2,1.31,47.05,12.13,14.22,11.85,26.0,15.3,33.7,35.18,33.70,33.70,100,,68,3.6,Y,28,43.75,4.7
Kemba Walker,PG,CHA,vs ATL,22,121.25,9300,31.2,73.5,46.8,6.5,1.33,47.95,9.88,12.08,9.8,30.8,20.7,35.1,35.72,49.29,49.29,100,,74,5.3,Y,34,37.50,4
John Wall,PG,WAS,@ NOP,30,118.00,9100,37.1,70.6,43.8,8.2,1.24,44.81,7.65,9.56,7.57,28.5,17.5,35.2,35.64,51.46,51.46,100,,78,5.7,Y,26,32.25,3.5
Damian Lillard,PG,POR,vs ORL,23,112.25,9000,27.8,67,44.6,6.1,1.28,46.10,10.46,11.19,10.59,30.2,19.8,34.8,36.46,44.59,44.59,100,,75,5,Y,37,66.50,7.4
Paul George,SF/PF,OKC,vs CLE,14,114.25,8900,35,63.4,47.6,4.4,1.33,47.94,9.91,8.12,10.07,28.6,20.1,35.7,36.59,47.13,47.13,100,,83,5.3,Y,25,31.00,3.5
Devin Booker,PG/SG,PHX,@ LAC,2,107.00,8800,0,17.1,41.9,7.2,1.16,41.60,8.08,8.56,0,32.2,19.9,36.2,0.00,0.00,0.00,100,,80,0,Y,35,35.00,4
Ben Simmons,PG/SF,PHI,vs NYK,20,120.00,8700,20.2,63.6,42.3,7.9,1.26,45.54,10.18,12.40,9.65,20.9,11.4,33.5,34.11,38.82,38.82,100,,71,4.5,Y,24,35.50,4.1
DeMar DeRozan,SG/SF,SAS,@ MIN,12,105.25,8500,22.9,62.5,43.2,6.3,1.18,42.53,9.12,11.32,9.28,28.9,19.5,36.6,36.65,39.88,39.88,100,,74,4.7,Y,28,21.00,2.5
Jrue Holiday,PG/SG,NOP,vs WAS,29,124.00,8400,37.5,63.5,43.0,9.1,1.19,42.82,7.61,7.42,7.67,24.9,16.4,36.2,36.28,48.62,48.62,100,,83,5.8,Y,36,49.25,5.9
Tobias Harris,SF/PF,LAC,vs PHX,23,120.00,8400,25.8,51.6,38.5,2.2,1.10,39.51,7.20,7.36,7.19,22.9,15.9,35.1,35.93,36.83,36.83,100,,81,4.4,Y,35,36.00,4.3
Nikola Vucevic,C,ORL,@ POR,13,103.25,8300,19.5,64,45.4,3.7,1.47,53.01,11.49,12.73,10.17,27.0,15.5,30.8,31.86,38.55,38.55,100,,72,4.6,Y,29,45.00,5.4
LaMarcus Aldridge,PF/C,SAS,@ MIN,25,105.25,8300,19.1,62.4,38.6,2.6,1.10,39.48,9.92,12.38,9.42,25.1,16.4,35.2,34.19,37.64,37.64,100,,68,4.5,Y,25,23.25,2.8
Clint Capela,C,HOU,vs DAL,29,111.50,8200,27.9,65.2,40.2,1.7,1.16,41.83,8.11,10.64,7.96,18.9,11.7,34.6,35.35,43.90,43.90,100,,74,5.4,Y,33,34.50,4.2
Zach LaVine,PG/SG,CHI,@ MIL,8,107.75,8100,27.2,53.3,41.2,4.5,1.14,41.17,5.50,7.43,5.48,33.0,20.4,36.1,35.88,38.39,38.39,100,,82,4.7,Y,36,48.25,6
Kevin Love,PF/C,CLE,@ OKC,7,102.25,8000,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
