Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,@ DET,2,114.75,11300,25.8,72.8,56.9,6.1,1.68,60.44,11.50,13.43,11.28,31.2,17.1,33.9,35.30,45.93,45.93,100,,76,4.1,Y,31,57.00,5
Russell Westbrook,PG,OKC,vs CHI,23,112.25,11200,42.2,79.1,55.0,10.0,1.61,58.10,9.19,10.54,9.01,30.7,18.9,34.1,35.29,57.98,57.98,100,,81,5.2,Y,32,62.00,5.5
James Harden,PG/SG,HOU,vs UTA,10,108.50,10900,29.3,81.8,55.9,8.3,1.54,55.60,12.54,15.00,12.55,37.0,20.4,36.2,36.03,51.81,51.81,100,,73,4.8,Y,41,71.50,6.6
Joel Embiid,C,PHI,@ SAS,5,111.75,10600,24.4,67,54.1,3.6,1.58,56.89,12.11,12.19,11.34,32.1,18.5,34.2,33.70,42.66,42.66,100,,77,4,Y,29,33.75,3.2
Karl-Anthony Towns,C,MIN,vs SAC,17,119.50,10000,23.5,71.3,45.8,2.5,1.36,48.77,11.97,13.66,11.33,26.6,16.0,33.8,34.08,44.00,44.00,100,,70,4.4,Y,21,44.00,4.4
Stephen Curry,PG/SG,GSW,vs MEM,12,111.00,9900,30.9,78.5,48.3,5.7,1.44,51.75,13.91,13.60,13.49,31.0,19.5,33.6,34.91,51.32,51.32,100,,72,5.2,Y,35,34.25,3.5
Kevin Durant,SF/PF,GSW,vs MEM,9,111.00,9700,26.2,72.1,51.4,6.2,1.44,51.75,10.37,13.11,9.88,31.6,19.8,35.8,34.29,45.88,45.88,100,,74,4.7,Y,33,37.75,3.9
Paul George,SF/PF,OKC,vs CHI,17,112.25,9500,33.6,68.4,47.7,4.3,1.36,48.99,10.15,9.94,9.96,28.4,19.3,35.0,35.32,48.49,48.49,100,,79,5.1,Y,31,46.50,4.9
Andre Drummond,C,DET,vs MIL,1,110.75,9300,11,59,46.4,1.2,1.41,50.57,10.80,13.72,10,24.8,15.1,33.0,33.32,31.59,31.59,100,,70,3.4,Y,34,32.50,3.5
Blake Griffin,PF/C,DET,vs MIL,26,110.75,9000,28,72.8,46.9,5.0,1.32,47.46,10.11,12.78,10.12,29.3,18.3,35.6,36.04,47.21,47.21,100,,73,5.2,Y,35,50.50,5.6
Ben Simmons,PG/SF,PHI,@ SAS,4,111.75,8900,22,62.2,43.4,7.9,1.30,46.95,10.34,11.49,9.91,21.0,11.2,33.3,34.52,39.21,39.21,100,,74,4.4,Y,29,31.00,3.5
Damian Lillard,PG,POR,@ LAC,13,108.25,8800,25.6,66.5,45.1,6.0,1.28,46.09,11.23,11.68,11.02,30.1,19.6,35.2,35.32,43.16,43.16,100,,74,4.9,Y,35,57.75,6.6
Devin Booker,PG/SG,PHX,@ NYK,26,111.50,8500,23.8,60.4,40.3,6.8,1.14,41.23,8.50,10.46,8.26,31.3,19.2,35.2,35.00,39.48,39.48,100,,74,4.6,Y,37,54.25,6.4
DeMar DeRozan,SG/SF,SAS,vs PHI,23,112.75,8100,22.7,67,41.6,6.1,1.18,42.51,9.79,12.66,9.35,29.5,18.8,35.2,34.39,41.72,41.72,100,,70,5.2,Y,29,38.00,4.7
LaMarcus Aldridge,PF/C,SAS,vs PHI,9,112.75,8000,13.9,53.7,36.9,2.1,1.12,40.40,8.67,11.39,7.49,26.4,15.7,32.9,31.12,30.96,30.96,100,,69,3.9,Y,27,43.00,5.4
Mike Conley,PG,MEM,@ GSW,9,99.00,7900,0,21.2,38.1,6.5,1.12,40.35,9.42,10.59,0,27.3,16.3,34.0,0.00,0.00,0.00,100,,72,0,,,,
Clint Capela,C,HOU,vs UTA,29,108.50,7800,24.9,59.7,39.7,1.5,1.17,42.29,8.31,9.95,7.67,19.9,12.0,33.8,33.23,39.78,39.78,100,,75,5.1,Y,35,37.50,4.8
