Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ NYK,27,117.50,13400,45.8,99.5,62.4,8.3,1.67,60.11,13.38,15.34,13.33,39.7,23.6,37.3,35.86,68.85,68.85,100,,75,5.1,Y,40,97.25,7.3
Anthony Davis,PF/C,NOP,vs DET,17,113.00,11500,0,25.2,61.7,4.4,1.66,59.93,10.78,12.60,0,29.7,20.6,37.1,0.00,0.00,0.00,100,,80,0,,,,
Joel Embiid,C,PHI,vs SAS,5,113.50,10500,26.8,67.8,54.2,3.6,1.62,58.39,11.79,11.71,11.1,32.7,18.3,33.4,33.90,44.41,44.41,100,,78,4.2,Y,37,64.25,6.1
Nikola Jokic,C,DEN,@ UTA,19,106.00,9800,29.7,78.3,48.2,7.7,1.55,55.82,13.74,13.88,13.11,27.1,14.7,31.1,34.34,50.55,50.55,100,,71,5.2,Y,37,69.75,7.1
Blake Griffin,PF/C,DET,@ NOP,26,109.00,9700,26.1,70,46.5,5.2,1.29,46.34,10.52,12.53,10.67,29.8,18.3,36.1,36.50,44.90,44.90,100,,73,4.6,Y,38,62.25,6.4
Kyrie Irving,PG,BOS,vs CLE,11,114.00,9400,0,26.9,44.5,6.9,1.37,49.25,10.96,13.43,0,28.5,17.8,32.5,0.00,0.00,0.00,100,,70,0,,,,
Nikola Vucevic,C,ORL,@ BKN,28,106.50,9300,32.4,73.6,45.9,3.8,1.48,53.16,11.48,11.78,10.68,27.9,16.5,31.1,33.50,50.08,50.08,100,,74,5.4,Y,33,58.00,6.2
Kawhi Leonard,SF/PF,TOR,@ IND,13,105.50,9000,0,20.2,47.5,3.1,1.36,48.96,7.34,10.09,0,30.1,19.1,34.9,0.00,0.00,0.00,100,,79,0,,,,
Andre Drummond,C,DET,@ NOP,21,109.00,8800,0,26.6,43.2,1.2,1.31,47.25,10.48,13.30,0,23.3,13.8,32.9,0.00,0.00,0.00,100,,69,0,,,,
Ben Simmons,PG/SF,PHI,vs SAS,4,113.50,8700,25.5,66,44.4,8.1,1.34,48.11,10.88,11.55,10.46,22.0,11.6,33.2,34.61,42.85,42.85,100,,74,4.9,Y,35,61.00,7
Jrue Holiday,PG/SG,NOP,vs DET,21,113.00,8600,30.3,59.9,43.4,8.1,1.18,42.46,8.03,8.46,8.45,24.8,16.9,36.8,37.90,43.02,43.02,100,,81,5,Y,38,45.75,5.3
Donovan Mitchell,PG/SG,UTA,vs DEN,1,110.00,8500,15.9,56.7,35.8,3.7,1.09,39.18,10.64,11.65,10.11,31.1,19.1,32.9,34.21,33.35,33.35,100,,67,3.9,Y,38,61.50,7.2
Julius Randle,PF/C,NOP,vs DET,17,113.00,8400,21.5,61.1,38.3,3.0,1.30,46.79,11.84,11.30,11.26,26.8,13.4,29.5,34.25,38.46,38.46,100,,70,4.6,Y,34,36.25,4.3
LaMarcus Aldridge,PF/C,SAS,@ PHI,15,111.50,8300,22.1,65.9,38.3,2.5,1.17,42.32,9.12,12.49,8.73,27.2,16.1,32.6,34.46,40.87,40.87,100,,67,4.9,Y,35,35.75,4.3
Rudy Gobert,C,UTA,vs DEN,18,110.00,8200,25.8,63.4,41.0,2.2,1.30,46.74,10.44,10.76,9.89,17.6,8.6,31.5,34.11,41.92,41.92,100,,74,5.1,Y,37,39.50,4.8
Kemba Walker,PG,CHA,@ MEM,16,103.75,8100,21.8,65.9,42.6,5.6,1.25,44.77,10.76,12.60,10.18,30.7,20.0,34.2,34.07,40.71,40.71,100,,70,5,Y,39,44.00,5.4
Kevin Love,PF/C,CLE,@ BOS,25,99.00,8000,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
D'Angelo Russell,PG/SG,BKN,vs ORL,13,111.50,8000,18.3,64.5,36.4,6.4,1.23,44.34,12.52,13.18,10.99,29.4,17.2,29.5,31.59,38.10,38.10,100,,64,4.8,Y,34,54.25,6.8
John Collins,PF/C,ATL,@ CHI,24,111.50,7900,25.7,58.7,36.7,2.4,1.22,43.99,8.85,9.44,8.11,23.3,13.2,30.0,32.97,39.86,39.86,100,,74,5,Y,29,53.00,6.7
