Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
LeBron James,SF/PF,LAL,vs DEN,28,112.50,11300,42.6,87.4,54.1,7.9,1.53,55.01,10.64,12.80,11.97,30.6,19.3,35.4,40.50,61.82,61.82,100,,76,5.5,Y,31,53.25,4.7
Karl-Anthony Towns,C,MIN,@ DET,21,109.75,10800,30.9,85.6,49.9,3.3,1.52,54.60,14.16,15.64,13.87,28.1,16.7,32.9,35.25,54.32,54.32,100,,69,5,Y,29,34.50,3.2
Nikola Jokic,C,DEN,@ LAL,24,117.50,10600,31.7,81.8,49.5,7.5,1.59,57.15,13.66,14.32,12.33,27.6,15.1,31.2,32.50,53.18,53.18,100,,71,5,Y,35,51.75,4.9
Joel Embiid,C,PHI,@ CHI,14,117.00,10300,0,23,54.2,3.4,1.61,58.11,11.16,11.52,0,32.9,18.4,33.6,0.00,0.00,0.00,100,,79,0,,,,
Bradley Beal,SG,WAS,vs DAL,25,118.75,9800,29.9,74,44.5,5.4,1.20,43.25,8.33,12.62,8.97,28.1,19.6,37.1,38.75,48.79,48.79,100,,72,5,Y,37,50.75,5.2
Kyrie Irving,PG,BOS,@ SAC,29,114.25,9300,0,26.4,44.3,7.0,1.35,48.77,10.36,13.22,0,28.2,17.8,32.7,0.00,0.00,0.00,100,,70,0,,,,
Luka Doncic,PG/SF,DAL,@ WAS,26,113.75,9100,26.5,63.2,41.1,5.5,1.28,46.09,9.57,10.47,8.77,29.6,15.9,32.1,33.00,42.22,42.22,100,,75,4.6,Y,36,64.75,7.1
Andre Drummond,C,DET,vs MIN,4,113.75,9000,31,76.4,45.1,1.2,1.37,49.17,10.80,12.97,10.5,23.1,13.6,33.0,35.00,50.49,50.49,100,,71,5.6,Y,39,61.25,6.8
Ben Simmons,PG/SF,PHI,@ CHI,17,117.00,8900,34.9,75.8,43.8,7.8,1.29,46.51,11.23,11.69,12.17,22.1,12.0,33.9,39.00,52.46,52.46,100,,73,5.9,Y,35,49.25,5.5
Trae Young,PG,ATL,vs SAS,17,114.50,8800,19.7,64.9,35.7,7.8,1.16,41.74,9.83,12.90,9.42,27.6,14.9,30.8,34.50,39.06,39.06,100,,64,4.4,Y,32,37.00,4.2
Donovan Mitchell,PG/SG,UTA,@ NOP,9,117.00,8700,24.2,66.1,37.8,4.2,1.12,40.44,10.33,11.98,10.26,31.7,20.1,33.7,35.75,42.17,42.17,100,,68,4.8,Y,33,35.25,4.1
Blake Griffin,PF/C,DET,vs MIN,25,113.75,8600,26.5,69.3,45.4,5.4,1.28,45.95,9.77,12.23,9.7,29.8,18.2,35.6,35.75,44.85,44.85,100,,73,5.2,Y,30,31.00,3.6
Julius Randle,PF/C,NOP,vs UTA,11,113.00,8400,28.2,67.7,38.9,3.0,1.29,46.43,10.98,11.31,10.6,27.1,14.1,30.1,34.75,45.12,45.12,100,,71,5.4,Y,35,35.00,4.2
Kemba Walker,PG,CHA,vs MIA,4,109.25,8300,27.4,72.5,42.6,5.8,1.23,44.28,10.82,12.86,11.5,30.5,20.1,34.6,38.25,46.73,46.73,100,,70,5.6,Y,37,32.50,3.9
DeMar DeRozan,SG/SF,SAS,@ ATL,13,119.50,8200,26.2,68,40.6,6.1,1.15,41.48,10.57,11.94,10.42,28.3,17.7,35.2,35.50,44.07,44.07,100,,71,5.4,Y,34,28.25,3.4
Rudy Gobert,C,UTA,@ NOP,19,117.00,8100,31,67.6,41.1,2.1,1.30,46.71,9.76,10.47,8.95,17.8,8.7,31.7,33.00,46.66,46.66,100,,75,5.8,Y,33,47.25,5.8
Devin Booker,PG/SG,PHX,vs NYK,29,115.50,8100,26,67,41.0,6.7,1.17,42.22,8.60,11.70,8.9,31.4,18.8,34.9,37.25,43.59,43.59,100,,71,5.4,Y,34,59.75,7.4
Lauri Markkanen,PF/C,CHI,vs PHI,9,113.00,8000,21.7,64,37.3,1.4,1.12,40.48,10.87,12.07,10.72,25.2,15.7,33.2,35.50,39.84,39.84,100,,68,5,Y,30,20.50,2.6
