Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ PHX,13,117.75,12900,44,99.3,63.6,8.1,1.70,60.99,13.65,15.79,14.03,40.0,24.1,37.5,37.00,67.67,67.67,100,,75,5.2,Y,38,72.00,5.6
Anthony Davis,PF/C,NOP,vs IND,11,108.00,11000,0,25.2,61.7,4.4,1.66,59.93,10.78,12.60,0,29.7,20.6,37.1,0.00,0.00,0.00,100,,80,0,,,,
Giannis Antetokounmpo,SF/PF,MIL,@ BKN,4,118.50,10900,32.5,74.1,56.4,5.8,1.70,61.34,11.56,11.88,10.9,31.8,17.1,33.1,33.96,50.29,50.29,100,,79,4.6,Y,32,67.75,6.2
Nikola Jokic,C,DEN,@ DET,28,106.00,10500,36.7,86.6,49.7,7.7,1.58,56.97,13.87,14.27,13.25,27.5,15.0,31.4,34.38,58.07,58.07,100,,71,5.5,Y,26,30.25,2.9
Bradley Beal,SG,WAS,vs ATL,22,118.50,9100,29.1,72.8,43.1,5.1,1.16,41.91,8.31,12.47,8.39,28.0,19.5,37.0,36.36,47.85,47.85,100,,71,5.3,Y,36,44.50,4.9
Devin Booker,PG/SG,PHX,vs HOU,14,109.75,9000,20,64.1,41.3,6.8,1.19,42.78,9.01,12.60,8.73,32.0,19.2,34.8,34.90,38.88,38.88,100,,69,4.3,Y,33,35.25,3.9
Blake Griffin,PF/C,DET,vs DEN,6,104.00,8800,20.9,63.4,46.8,5.3,1.28,46.20,10.27,12.14,10.2,30.2,18.8,36.5,35.76,39.12,39.12,100,,74,4.4,Y,23,31.75,3.6
Jrue Holiday,PG/SG,NOP,vs IND,5,108.00,8700,25.2,55.7,43.7,8.0,1.19,42.91,8.13,8.72,8.25,25.1,17.1,36.6,36.52,38.24,38.24,100,,80,4.4,Y,39,49.25,5.7
Andre Drummond,C,DET,vs DEN,15,104.00,8200,17.1,62.2,43.6,1.2,1.32,47.55,10.20,12.90,9.74,23.2,13.7,33.0,34.38,36.44,36.44,100,,70,4.4,Y,26,53.00,6.5
John Collins,PF/C,ATL,@ WAS,13,111.50,8100,17.9,53.8,37.0,2.2,1.23,44.44,9.33,10.28,7.81,23.8,13.5,30.0,30.14,33.27,33.27,100,,72,4.1,Y,17,32.75,4
LaMarcus Aldridge,PF/C,SAS,@ SAC,18,116.50,8000,22.7,65.8,39.3,2.6,1.21,43.29,9.85,12.31,9.03,27.3,16.1,32.6,33.00,41.18,41.18,100,,69,5.1,Y,33,38.25,4.8
D'Angelo Russell,PG/SG,BKN,vs MIL,1,111.50,7900,19.2,65.2,36.9,6.4,1.25,44.87,12.34,13.12,11.32,29.8,17.5,29.6,33.01,38.92,38.92,100,,64,4.9,Y,29,29.25,3.7
Julius Randle,PF/C,NOP,vs IND,11,108.00,7800,0,22.4,38.2,3.0,1.29,46.59,11.78,11.18,0,26.7,13.4,29.6,0.00,0.00,0.00,100,,71,0,,,,
Trae Young,PG,ATL,@ WAS,21,111.50,7600,24.2,62,33.4,7.4,1.11,40.03,9.78,10.82,8.95,27.3,14.3,30.0,32.96,40.38,40.38,100,,68,5.3,Y,27,31.50,4.1
DeMar DeRozan,SG/SF,SAS,@ SAC,28,116.50,7500,22.6,66.5,40.4,6.2,1.15,41.36,10.74,12.53,10.44,28.3,17.7,35.2,35.00,41.44,41.44,100,,69,5.5,Y,33,38.50,5.1
Clint Capela,C,HOU,@ PHX,20,117.75,7400,0,20.7,40.6,1.5,1.19,42.72,8.72,10.34,0,19.4,11.9,34.2,0.00,0.00,0.00,100,,75,0,,,,
De'Aaron Fox,PG,SAC,vs SAS,23,114.50,7300,17.5,58.6,36.7,7.2,1.17,41.93,11.94,11.74,11.16,25.1,13.5,31.5,33.64,35.09,35.09,100,,68,4.8,Y,31,40.50,5.5
Jahlil Okafor,C,NOP,vs IND,27,108.00,7100,12.1,61.7,15.5,0.5,1.11,39.81,20.24,14.19,17.33,17.9,5.4,14.0,30.83,33.36,33.36,100,,8,4.7,Y,33,47.75,6.7
Kenneth Faried,PF/C,HOU,@ PHX,27,117.75,7000,17.6,70.5,19.5,0.5,1.15,41.34,18.73,15.11,17.85,19.1,6.3,16.9,34.30,40.30,40.30,100,,23,5.8,Y,34,39.50,5.6
Eric Bledsoe,PG,MIL,@ BKN,26,118.50,6900,24.4,55.8,33.2,5.5,1.13,40.68,11.39,8.98,9.56,22.7,12.4,29.4,30.21,37.82,37.82,100,,73,5.5,Y,27,38.75,5.6
Nikola Mirotic,PF/C,NOP,vs IND,11,108.00,6800,0,24.6,32.8,1.1,1.14,40.91,11.58,12.32,0,21.8,12.7,28.8,0.00,0.00,0.00,100,,62,0,,,,
Deandre Ayton,C,PHX,vs HOU,16,109.75,6800,15.8,54.2,36.1,2.0,1.17,42.12,10.62,10.98,9.12,21.0,12.1,30.9,30.90,32.26,32.26,100,,70,4.7,Y,34,35.75,5.3
Buddy Hield,SG/SF,SAC,vs SAS,21,114.50,6700,19.9,54.9,32.7,2.3,1.04,37.38,9.52,10.02,8.99,24.7,16.0,31.5,34.00,34.88,34.88,100,,69,5.2,Y,35,36.50,5.4
Chris Paul,PG,HOU,@ PHX,28,117.75,6600,18.4,55.4,36.9,7.9,1.14,40.96,10.71,10.57,9.1,22.9,12.4,32.4,30.60,34.30,34.30,100,,71,5.2,Y,33,38.25,5.8
Jamal Murray,PG/SG,DEN,@ DET,4,106.00,6500,0,24.6,33.4,4.8,1.00,35.87,11.00,12.29,0,25.2,16.1,33.5,0.00,0.00,0.00,100,,63,0,,,,
Khris Middleton,SG/SF,MIL,@ BKN,5,118.50,6400,19,43.4,33.4,4.2,1.07,38.43,7.70,6.97,6.99,24.0,14.0,31.3,32.67,29.44,29.44,100,,79,4.6,Y,25,29.00,4.5
Myles Turner,C,IND,@ NOP,24,111.00,6300,18.8,55.2,31.2,1.7,1.10,39.70,11.07,10.40,9.19,20.0,10.5,28.3,29.90,34.36,34.36,100,,67,5.5,Y,32,36.75,5.8
Darren Collison,PG,IND,@ NOP,19,111.00,6200,18,53.6,25.4,5.8,0.91,32.98,10.93,10.15,9.7,16.3,8.0,27.8,31.96,33.27,33.27,100,,60,5.4,Y,35,39.50,6.4
Will Barton,SG/SF,DEN,@ DET,9,106.00,6100,14,48.3,24.6,2.9,0.98,35.20,11.40,9.80,10.75,23.0,10.6,25.2,33.96,28.70,28.70,100,,60,4.7,Y,30,27.25,4.5
Spencer Dinwiddie,PG/SG,BKN,vs MIL,1,111.50,6000,0,21,29.3,5.0,1.03,37.00,10.56,10.48,0,24.5,12.2,28.5,0.00,0.00,0.00,100,,64,0,,,,
Monte Morris,PG,DEN,@ DET,22,106.00,6000,20.7,56.4,22.0,3.9,0.88,31.83,11.64,10.20,12.93,17.2,8.7,24.9,40.00,35.96,35.96,100,,54,6,Y,34,26.00,4.3
Rudy Gay,SF/PF,SAS,@ SAC,20,116.50,5900,16,47.6,29.1,2.5,1.07,38.52,8.41,9.01,6.92,21.6,11.0,27.2,29.61,29.55,29.55,100,,69,5,Y,26,25.25,4.3
Otto Porter,SF/PF,WAS,vs ATL,27,118.50,5900,20.4,57.8,27.1,2.0,0.94,33.90,8.85,10.70,8.27,18.6,10.7,28.8,33.64,36.40,36.40,100,,61,6.2,Y,38,31.50,5.3
Thaddeus Young,SF/PF,IND,@ NOP,24,111.00,5800,17.3,53,27.3,2.0,0.91,32.69,9.27,10.19,8.06,18.2,10.4,30.1,31.31,32.59,32.59,100,,63,5.6,Y,35,26.25,4.5
Willie Cauley-Stein,C,SAC,vs SAS,12,114.50,5800,12.4,46.3,31.6,2.7,1.11,40.00,8.31,9.67,6.32,19.0,10.5,28.4,27.38,26.91,26.91,100,,69,4.6,Y,28,17.50,3
Kelly Oubre Jr.,SG/SF,PHX,vs HOU,25,109.75,5800,15.2,53.3,24.5,1.0,0.92,33.21,11.35,10.88,9.7,21.9,11.2,26.6,30.76,31.53,31.53,100,,56,5.4,,36,38.25,6.6
Trevor Ariza,SF/PF,WAS,vs ATL,27,118.50,5700,15.7,51.5,28.6,3.7,0.81,29.13,8.39,10.23,7.92,16.2,10.8,35.3,33.99,31.03,31.03,100,,64,5.4,Y,43,42.00,7.4
Bojan Bogdanovic,SG/SF,IND,@ NOP,15,111.00,5700,16.2,42.1,25.9,1.7,0.82,29.44,7.61,7.40,7.2,20.5,11.9,31.7,34.06,27.32,27.32,100,,71,4.8,Y,33,23.25,4.1
Caris LeVert,PG/SG,BKN,vs MIL,30,111.50,5700,0,21.5,32.0,3.7,1.08,38.81,11.55,10.77,0,26.8,14.6,29.7,0.00,0.00,0.00,100,,66,0,,,,
Malcolm Brogdon,PG/SG,MIL,@ BKN,5,118.50,5700,19,42.3,28.4,3.4,0.96,34.61,8.07,6.65,7.3,20.5,11.6,29.5,32.56,29.01,29.01,100,,77,5.1,Y,26,30.50,5.4
Josh Jackson,SF/PF,PHX,vs HOU,25,109.75,5700,15.5,51.2,21.5,2.3,0.91,33.01,10.74,10.21,9.74,24.2,9.7,23.5,32.64,30.78,30.78,100,,53,5.4,Y,37,35.25,6.2
Derrick White,PG/SG,SAS,@ SAC,29,116.50,5700,0,21.8,21.9,3.6,0.87,31.25,10.79,10.90,0,16.8,7.4,25.3,0.00,0.00,0.00,100,,50,0,,,,
Dewayne Dedmon,PF/C,ATL,@ WAS,22,111.50,5600,13.2,47.6,26.0,1.4,1.04,37.61,10.03,9.84,7.35,16.7,8.1,24.9,26.38,27.91,27.91,100,,62,5,Y,20,18.00,3.2
T.J. Warren,SF/PF,PHX,vs HOU,25,109.75,5600,0,23.1,29.2,1.5,0.92,33.24,9.75,11.53,0,22.6,14.2,31.7,0.00,0.00,0.00,100,,61,0,,,,
Tomas Satoransky,PG/SF,WAS,vs ATL,22,118.50,5600,13.2,56,19.8,4.0,0.83,29.79,11.13,12.23,9.73,13.4,5.8,23.9,31.48,31.57,31.57,100,,38,5.6,Y,29,37.25,6.7
Bogdan Bogdanovic,SG/SF,SAC,vs SAS,21,114.50,5600,13.5,48.5,28.1,4.1,1.01,36.25,9.10,9.98,7.45,23.9,13.0,27.9,29.48,28.51,28.51,100,,64,5.1,,20,13.00,2.3
Dwight Howard,C,WAS,vs ATL,3,118.50,5500,0,24.6,27.0,0.4,1.06,38.24,13.22,12.32,0,21.5,7.7,25.4,0.00,0.00,0.00,100,,54,0,,,,
Malik Beasley,PG/SG,DEN,@ DET,4,106.00,5500,11.5,48.2,18.7,1.2,0.80,28.83,10.83,10.49,10.83,16.9,8.7,23.3,36.00,27.22,27.22,100,,44,4.9,Y,31,24.75,4.5
Domantas Sabonis,PF/C,IND,@ NOP,24,111.00,5500,16.1,49,32.0,2.8,1.29,46.35,12.11,9.40,8.58,23.6,9.4,24.8,25.50,30.17,30.17,100,,71,5.5,,23,35.25,6.4
Marvin Bagley III,PF/C,SAC,vs SAS,23,114.50,5500,15.4,50.8,25.3,0.9,1.06,38.24,8.18,10.13,6.72,23.0,9.8,23.8,29.58,30.56,30.56,100,,60,5.6,,31,55.00,10
Brook Lopez,C,MIL,@ BKN,29,118.50,5400,12.9,43.1,25.0,1.0,0.90,32.24,8.37,8.63,6.91,16.7,9.5,27.9,29.70,25.84,25.84,100,,65,4.8,Y,22,21.75,4
Shabazz Napier,PG/SG,BKN,vs MIL,1,111.50,5400,10.2,49.3,18.4,2.3,1.02,36.78,14.48,11.15,11.51,23.2,8.0,18.0,28.62,26.96,26.96,100,,39,5,Y,28,29.50,5.5
Elfrid Payton,PG,NOP,vs IND,5,108.00,5300,0,23.1,25.5,5.8,0.95,34.10,10.85,11.53,0,18.5,9.0,26.9,0.00,0.00,0.00,100,,55,0,,,,
Reggie Jackson,PG/SG,DET,vs DEN,2,104.00,5200,10,38.7,26.5,4.3,0.91,32.86,8.13,8.22,6.92,22.6,12.5,29.1,30.64,22.28,22.28,100,,69,4.3,Y,22,21.75,4.2
Austin Rivers,PG/SG,HOU,@ PHX,13,117.75,5100,5.4,36,17.9,2.6,0.63,22.79,7.74,8.75,6.52,14.6,8.1,28.3,30.32,18.50,18.50,100,,51,3.6,,29,14.50,2.8
