Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Russell Westbrook,PG,OKC,@ MEM,8,111.75,10900,39.8,82.4,58.2,10.3,1.63,58.67,9.87,12.17,9.87,31.1,20.3,35.7,36.00,58.01,58.01,100,,79,5.3,Y,37,32.75,3
Joel Embiid,C,PHI,@ ORL,19,108.75,10400,42.5,83.5,54.8,3.4,1.63,58.57,11.12,11.73,11.35,32.8,18.5,33.7,36.75,60.05,60.05,100,,79,5.8,Y,31,37.00,3.6
Damian Lillard,PG,POR,vs BKN,26,114.75,9900,32.7,70.3,45.5,6.7,1.29,46.47,10.09,10.74,10.44,29.1,19.1,35.3,37.25,48.85,48.85,100,,76,4.9,Y,48,62.00,6.3
Paul George,SF/PF,OKC,@ MEM,26,111.75,9600,35.1,77,50.9,4.2,1.39,50.09,10.08,11.97,10.43,29.1,20.6,36.6,37.25,53.07,53.07,100,,76,5.5,Y,39,54.50,5.7
Nikola Vucevic,C,ORL,vs PHI,28,109.75,9200,34.4,73.5,46.4,3.8,1.49,53.60,11.01,11.16,10.4,27.6,16.6,31.1,34.00,51.16,51.16,100,,76,5.6,Y,29,50.25,5.5
Devin Booker,PG/SG,PHX,@ UTA,16,101.25,8800,23.4,65.9,42.4,6.8,1.20,43.37,8.99,12.15,9.11,32.1,19.3,35.2,36.50,41.63,41.63,100,,71,4.7,Y,41,71.50,8.1
D'Angelo Russell,PG/SG,BKN,@ POR,17,108.75,8600,21.2,69.2,38.4,6.9,1.29,46.37,11.99,13.73,10.91,30.7,18.2,29.8,32.75,41.77,41.77,100,,64,4.9,Y,42,62.75,7.3
Ben Simmons,PG/SF,PHI,@ ORL,10,108.75,8400,0,22.8,43.7,7.8,1.28,45.96,11.10,11.42,0,21.8,12.1,34.2,0.00,0.00,0.00,100,,74,0,,,,
Donovan Mitchell,PG/SG,UTA,vs PHX,10,115.25,8200,23.1,63.3,38.2,4.1,1.14,40.91,9.94,11.51,9.53,31.7,20.1,33.6,34.50,40.32,40.32,100,,70,4.9,Y,27,23.00,2.8
Rudy Gobert,C,UTA,vs PHX,23,115.25,8000,31,66.5,41.1,2.1,1.30,46.85,9.80,10.15,9.05,17.8,8.6,31.6,33.25,46.21,46.21,100,,75,5.8,Y,28,44.50,5.6
Mike Conley,PG,MEM,vs OKC,27,104.75,7500,0,22.5,38.6,6.4,1.16,41.61,9.99,11.24,0,27.2,16.0,33.4,0.00,0.00,0.00,100,,71,0,,,,
Jimmy Butler,SG/SF,PHI,@ ORL,12,108.75,7400,26.8,66.8,36.9,4.1,1.09,39.26,9.78,11.45,10.26,22.2,14.2,33.8,37.75,43.94,43.94,100,,69,5.9,Y,33,34.00,4.6
