Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,vs SAS,17,113.00,11400,33.6,91.7,61.7,7.6,1.66,59.72,13.52,16.60,13.33,39.9,24.5,37.2,35.50,58.46,58.46,100,,73,5.1,Y,37,80.25,7
Giannis Antetokounmpo,SF/PF,MIL,vs MIA,4,112.75,11300,41.1,85.8,57.7,6.0,1.75,63.18,12.06,12.77,11.31,32.0,17.3,32.9,33.75,60.30,60.30,100,,78,5.3,Y,28,52.50,4.6
Russell Westbrook,PG,OKC,@ TOR,23,111.50,10800,39.1,81.9,58.0,10.3,1.62,58.57,9.92,12.22,9.85,31.1,20.3,35.7,35.75,57.42,57.42,100,,79,5.3,Y,37,66.50,6.2
LeBron James,SF/PF,LAL,vs BKN,7,115.25,10300,33.8,77,54.2,7.9,1.54,55.60,10.92,12.35,10.16,31.6,19.7,35.1,33.50,52.28,52.28,100,,77,5.1,Y,37,59.25,5.8
Nikola Jokic,C,DEN,@ NYK,10,113.00,9800,32,80.5,49.1,7.5,1.57,56.44,13.23,13.84,12.22,27.1,14.8,31.3,33.25,52.80,52.80,100,,72,5.4,Y,28,51.25,5.2
Paul George,SF/PF,OKC,@ TOR,2,111.50,9700,34,76.1,50.9,4.2,1.39,50.19,10.13,12.05,10.27,29.2,20.7,36.5,36.50,52.03,52.03,100,,76,5.4,Y,41,50.50,5.2
Nikola Vucevic,C,ORL,vs MEM,9,107.50,9600,32.5,71.8,46.4,3.8,1.50,53.90,10.91,11.23,10,27.6,16.5,31.0,33.00,49.35,49.35,100,,76,5.1,Y,41,42.50,4.4
Kawhi Leonard,SF/PF,TOR,vs OKC,30,113.50,8900,33.1,67.8,45.8,3.2,1.34,48.24,7.65,9.90,7.33,30.1,18.9,34.2,34.50,47.98,47.98,100,,78,5.4,Y,36,52.50,5.9
D'Angelo Russell,PG/SG,BKN,@ LAL,20,117.25,8300,19.4,67.5,38.3,6.8,1.29,46.28,12.04,13.76,10.12,30.7,18.2,29.8,30.25,40.00,40.00,100,,64,4.8,Y,34,49.50,6
DeMar DeRozan,SG/SF,SAS,@ HOU,20,107.00,8000,23.6,64.5,40.7,6.1,1.16,41.76,10.28,11.69,9.92,28.2,17.4,35.1,34.75,41.16,41.16,100,,71,5.1,Y,33,39.00,4.9
LaMarcus Aldridge,PF/C,SAS,@ HOU,2,107.00,7900,24.7,67.3,38.9,2.4,1.19,42.71,9.61,12.16,9.41,26.6,15.9,32.8,35.25,42.94,42.94,100,,69,5.4,Y,33,30.50,3.9
Mike Conley,PG,MEM,@ ORL,14,98.50,7800,0,22.6,38.6,6.5,1.16,41.70,10.04,11.32,0,27.3,16.0,33.3,0.00,0.00,0.00,100,,71,0,,,,
Kevin Love,PF/C,CLE,vs LAC,26,110.75,7700,17,64,36.9,2.2,1.38,49.48,10.85,13.42,8.59,28.6,12.8,26.8,28.50,37.15,37.15,100,,64,4.8,Y,33,34.50,4.5
Aaron Gordon,SF/PF,ORL,vs MEM,7,107.50,7500,18.4,52.8,33.8,3.6,1.01,36.34,9.81,9.83,9.06,22.3,13.6,33.5,33.25,33.17,33.17,100,,71,4.4,Y,39,13.75,1.8
Khris Middleton,SG/SF,MIL,vs MIA,25,112.75,7500,24.4,50.8,34.3,4.3,1.10,39.45,7.84,7.54,7.13,24.4,14.5,31.3,32.75,35.71,35.71,100,,78,4.8,Y,28,47.00,6.3
Clint Capela,C,HOU,vs SAS,21,113.00,7400,24.7,59.9,39.1,1.4,1.14,41.25,9.30,10.05,8.59,18.4,11.1,34.2,33.25,39.80,39.80,100,,74,5.4,Y,32,34.50,4.7
Kyle Lowry,PG,TOR,vs OKC,26,113.50,7300,0,22,38.0,8.9,1.11,40.01,11.11,11.01,0,19.3,11.6,34.2,0.00,0.00,0.00,100,,71,0,,,,
Pascal Siakam,PF/C,TOR,vs OKC,13,113.50,7200,17,54.8,33.2,3.1,1.03,37.21,9.81,10.80,8.45,20.0,11.7,32.1,31.00,33.23,33.23,100,,67,4.6,Y,36,37.75,5.2
Eric Bledsoe,PG,MIL,vs MIA,1,112.75,7100,20.8,58.1,33.6,5.5,1.14,41.02,12.54,10.65,10.89,22.9,12.6,29.5,31.25,36.77,36.77,100,,68,5.2,Y,28,11.25,1.6
Paul Millsap,PF/C,DEN,@ NYK,30,113.00,7000,19.7,61.1,29.3,1.9,1.09,39.20,13.51,11.83,12.01,19.9,9.6,26.9,32.00,37.42,37.42,100,,60,5.3,Y,32,25.25,3.6
Danilo Gallinari,SF/PF,LAC,@ CLE,21,116.75,7000,22.6,52.1,33.5,2.5,1.10,39.57,9.05,8.43,7.79,23.5,12.9,30.4,31.00,35.26,35.26,100,,75,5,Y,33,37.25,5.3
Chris Paul,PG,HOU,vs SAS,19,113.00,6900,22.2,58.2,38.4,8.2,1.18,42.53,10.68,10.29,9.27,22.5,12.2,32.5,31.25,37.63,37.63,100,,73,5.5,Y,34,32.25,4.7
