Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Anthony Davis,PF/C,NOP,@ WAS,5,119.00,11400,0,23.3,58.8,4.9,1.57,56.49,11.78,11.67,0,27.7,19.3,37.5,0.00,0.00,0.00,100,,80,0,,,,
Giannis Antetokounmpo,SF/PF,MIL,vs SAS,25,117.75,11200,38.4,80.3,55.7,5.6,1.69,60.85,11.77,11.97,11.33,33.1,18.2,32.9,34.64,56.32,56.32,100,,79,5,Y,39,74.50,6.7
James Harden,PG/SG,HOU,@ CLE,26,108.00,11100,43.1,75.4,52.5,7.5,1.45,52.09,8.63,9.23,8.79,36.2,20.0,36.3,36.68,56.93,56.93,100,,82,5.1,Y,44,66.00,5.9
Russell Westbrook,PG,OKC,vs DEN,15,110.75,10700,44.3,71.1,53.7,9.0,1.66,59.61,6.29,7.66,6.2,32.6,19.5,32.4,35.50,55.77,55.77,100,,86,5.2,Y,39,51.50,4.8
Kevin Durant,SF/PF,GSW,vs SAC,18,116.00,10600,31.7,70.6,49.5,6.0,1.41,50.88,9.11,11.11,8.45,31.2,19.2,35.0,33.39,48.41,48.41,100,,78,4.6,Y,40,73.75,7
Stephen Curry,PG/SG,GSW,vs SAC,26,116.00,9500,0,23.4,48.6,6.1,1.46,52.65,11.98,11.68,0,31.2,19.8,33.3,0.00,0.00,0.00,100,,76,0,,,,
Karl-Anthony Towns,C,MIN,vs CHI,17,114.25,9100,23.6,69.6,42.8,2.1,1.29,46.22,11.09,13.15,10.84,25.6,14.7,33.3,35.20,43.30,43.30,100,,69,4.8,Y,37,74.00,8.1
Nikola Jokic,C,DEN,@ OKC,18,105.75,8800,23,73.8,44.7,7.3,1.50,54.00,15.44,14.49,14.15,23.5,12.2,29.8,33.00,44.78,44.78,100,,68,5.1,Y,27,31.00,3.5
Kyrie Irving,PG,BOS,@ DAL,14,107.50,8700,24.7,75.5,42.2,6.2,1.31,47.27,10.70,14.49,9.99,27.5,17.5,32.1,33.61,46.48,46.48,100,,66,5.3,Y,35,37.75,4.3
Jrue Holiday,PG/SG,NOP,@ WAS,29,119.00,8600,42.1,68.4,43.7,9.2,1.21,43.51,7.64,7.50,7.7,25.0,16.7,36.2,36.27,53.39,53.39,100,,83,6.2,Y,36,38.25,4.4
