Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,vs OKC,7,110.50,10900,37.8,88.5,57.2,8.4,1.56,56.22,11.78,14.46,13.06,37.1,21.2,36.7,39.90,59.53,59.53,100,,75,5.5,Y,39,64.50,5.9
Giannis Antetokounmpo,SF/PF,MIL,@ NYK,17,117.00,10700,33.7,80.4,55.7,6.0,1.65,59.34,11.88,13.35,11.41,31.3,16.8,33.8,34.59,53.68,53.68,100,,76,5,Y,35,64.50,6
Russell Westbrook,PG,OKC,@ HOU,15,111.50,10300,36.1,74.1,55.4,10.3,1.62,58.46,10.02,10.85,9.77,30.2,18.5,34.1,35.11,52.35,52.35,100,,80,5.1,Y,38,53.75,5.2
LeBron James,SF/PF,LAL,@ GSW,25,112.25,10100,33.1,78.8,53.0,7.2,1.51,54.53,11.36,13.07,11.58,31.4,19.5,35.0,36.70,52.66,52.66,100,,75,5.2,Y,21,43.25,4.3
Paul George,SF/PF,OKC,@ HOU,1,111.50,9700,25.2,66.6,49.7,4.4,1.41,50.69,10.90,11.84,10.8,29.0,19.8,35.3,35.68,42.92,42.92,100,,76,4.4,Y,38,56.00,5.8
Joel Embiid,C,PHI,@ BOS,2,109.25,9500,21.6,64.8,52.9,3.5,1.57,56.46,11.86,12.34,11.03,32.2,18.3,33.7,33.48,40.11,40.11,100,,77,4.2,Y,40,60.50,6.4
Kevin Durant,SF/PF,GSW,vs LAL,29,121.25,9300,33.1,78.6,51.4,6.1,1.44,51.74,10.31,13.00,10.06,31.5,19.6,35.8,35.14,52.60,52.60,100,,75,5.7,Y,37,43.25,4.7
Stephen Curry,PG/SG,GSW,vs LAL,12,121.25,9000,25.7,71,47.8,5.2,1.40,50.39,13.43,12.93,13.23,30.7,19.6,34.2,35.46,45.11,45.11,100,,73,5,Y,37,26.25,2.9
Ben Simmons,PG/SF,PHI,@ BOS,7,109.25,8400,23.7,63.7,43.6,7.9,1.32,47.43,10.38,11.42,10.1,21.1,11.2,33.1,35.03,40.81,40.81,100,,74,4.9,Y,38,40.00,4.8
Kyrie Irving,PG,BOS,vs PHI,19,114.25,8100,26.4,71.2,42.9,6.4,1.34,48.26,10.86,12.81,10.05,28.6,17.8,32.0,33.30,45.62,45.62,100,,70,5.6,Y,40,62.00,7.7
Damian Lillard,PG,POR,@ UTA,6,103.75,7800,25.6,65,45.3,5.9,1.29,46.31,10.86,11.26,10.6,30.2,19.6,35.2,35.14,42.48,42.48,100,,75,5.4,Y,34,34.75,4.5
Clint Capela,C,HOU,vs OKC,22,110.50,7400,23.4,57.9,39.8,1.5,1.18,42.50,8.27,9.88,8.02,19.6,11.7,33.8,34.90,38.18,38.18,100,,75,5.2,Y,31,53.75,7.3
Chris Paul,PG,HOU,vs OKC,8,110.50,7300,0,22.1,37.4,8.0,1.13,40.65,11.23,11.06,0,23.1,12.7,33.1,0.00,0.00,0.00,100,,70,0,,,,
