Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
LeBron James,SF/PF,LAL,@ HOU,1,110.50,11000,27.3,71.6,52.9,7.1,1.52,54.69,10.61,12.66,10.7,31.8,20.0,34.9,36.32,46.24,46.24,100,,76,4.2,Y,36,45.25,4.1
James Harden,PG/SG,HOU,vs LAL,30,115.50,10900,45.5,94,53.9,8.1,1.50,53.92,10.83,13.85,11.1,36.7,20.4,36.0,36.89,66.29,66.29,100,,74,6.1,Y,35,86.50,7.9
Nikola Vucevic,C,ORL,vs CHI,21,107.75,8900,25.5,66,45.2,3.7,1.47,52.88,10.43,11.58,8.95,27.4,15.7,30.7,30.90,42.86,42.86,100,,74,4.8,Y,33,49.50,5.6
Chris Paul,PG,HOU,vs LAL,9,115.50,8600,15.9,52.7,38.9,8.0,1.15,41.38,11.55,10.53,10.01,23.9,13.6,33.9,31.20,31.67,31.67,100,,73,3.7,Y,37,35.25,4.1
DeMar DeRozan,SG/SF,SAS,vs LAC,3,111.75,8500,17.3,62,42.3,6.2,1.20,43.13,9.83,12.78,9.61,29.3,18.9,35.3,35.18,36.45,36.45,100,,70,4.3,Y,30,30.50,3.6
Clint Capela,C,HOU,vs LAL,24,115.50,8200,28.3,64.4,39.5,1.6,1.17,42.17,8.61,10.29,8.33,19.6,11.8,33.7,34.85,43.77,43.77,100,,74,5.3,Y,35,42.00,5.1
Devin Booker,PG/SG,PHX,vs DAL,27,102.00,8000,0,21.2,39.9,6.7,1.13,40.88,8.57,10.59,0,31.7,19.3,35.2,0.00,0.00,0.00,100,,73,0,,,,
Aaron Gordon,SF/PF,ORL,vs CHI,28,107.75,7800,22.9,64.3,33.9,2.8,1.04,37.55,11.95,11.84,11.25,22.3,13.7,32.5,33.90,40.61,40.61,100,,65,5.2,Y,37,24.75,3.2
Luka Doncic,SG/SF,DAL,@ PHX,14,108.00,7700,23.6,47.8,35.5,4.4,1.10,39.43,6.49,6.94,5.65,26.1,14.2,32.4,31.36,33.96,33.96,100,,80,4.4,Y,31,30.75,4
Kyle Kuzma,SF/PF,LAL,@ HOU,1,110.50,7600,15.8,50.2,30.7,2.0,0.96,34.70,7.42,9.83,7.57,22.2,14.7,31.9,36.75,30.58,30.58,100,,68,4,Y,37,40.75,5.4
LaMarcus Aldridge,PF/C,SAS,vs LAC,29,111.75,7500,32.6,73.1,36.4,2.2,1.11,39.85,8.67,11.56,8.28,26.2,15.7,32.9,34.40,49.95,49.95,100,,68,6.7,Y,27,37.00,4.9
