Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Russell Westbrook,PG,OKC,@ SAS,15,112.50,11300,34.4,71.1,56.3,10.3,1.61,58.01,9.93,10.49,9.73,31.2,19.8,34.9,35.29,50.15,50.15,100,,81,4.4,Y,50,83.25,7.4
Nikola Jokic,C,DEN,vs LAC,17,115.75,10500,28.4,78.1,47.7,7.5,1.52,54.71,13.68,14.19,13.04,26.4,14.4,31.4,34.32,49.70,49.70,100,,70,4.7,Y,28,58.50,5.6
Paul George,SF/PF,OKC,@ SAS,16,112.50,9800,32.1,71.4,49.1,3.9,1.39,49.86,10.47,11.24,10.56,29.6,20.5,35.4,36.32,48.96,48.96,100,,77,5,Y,47,48.00,4.9
Blake Griffin,PF/C,DET,@ SAC,13,106.00,9200,0,24.9,45.7,5.3,1.27,45.82,10.48,12.43,0,29.1,18.0,35.9,0.00,0.00,0.00,100,,73,0,,,,
Andre Drummond,C,DET,@ SAC,19,106.00,9100,23,66.4,44.3,1.2,1.33,47.99,10.47,12.39,9.67,23.9,14.2,33.2,33.25,41.60,41.60,100,,72,4.6,Y,31,28.75,3.2
Kyrie Irving,PG,BOS,@ MIA,10,107.00,9000,24.6,70.5,42.9,6.5,1.34,48.18,10.66,13.12,10.18,28.3,17.7,32.0,34.38,44.25,44.25,100,,69,4.9,Y,35,39.25,4.4
DeMar DeRozan,SG/SF,SAS,vs OKC,8,111.50,8300,18.2,63.3,41.7,6.4,1.19,43.02,10.82,12.89,10.41,28.8,18.0,34.9,34.64,37.52,37.52,100,,69,4.5,Y,49,46.00,5.5
De'Aaron Fox,PG,SAC,vs DET,28,114.00,7600,24,68,37.5,7.3,1.18,42.49,12.93,12.59,12.46,25.2,13.7,31.7,34.70,42.85,42.85,100,,66,5.6,Y,24,30.75,4
Tobias Harris,SF/PF,LAC,@ DEN,7,110.75,7400,18.1,49.7,36.9,2.2,1.08,38.86,8.41,9.03,7.65,23.9,15.7,34.2,32.76,31.65,31.65,100,,76,4.3,Y,31,41.25,5.6
Jamal Murray,PG/SG,DEN,vs LAC,6,115.75,7300,13.5,58.9,33.8,5.0,0.99,35.43,11.13,12.96,10.8,25.0,16.5,34.3,34.93,32.94,32.94,100,,62,4.5,Y,32,32.50,4.5
LaMarcus Aldridge,PF/C,SAS,vs OKC,14,111.50,7200,22,59.9,37.0,2.4,1.15,41.32,8.69,10.83,8.41,26.8,15.6,32.2,34.85,38.23,38.23,100,,71,5.3,Y,49,78.75,10.9
Danilo Gallinari,SF/PF,LAC,@ DEN,7,110.75,7100,21.2,48.3,33.7,2.5,1.07,38.43,7.83,7.76,7.16,22.5,12.9,31.6,32.94,32.81,32.81,100,,77,4.6,Y,32,30.25,4.3
Steven Adams,C,OKC,@ SAS,6,112.50,7000,16.2,43.5,35.0,1.7,1.04,37.35,7.79,7.80,7.71,17.3,10.7,33.8,35.61,27.85,27.85,100,,78,4,Y,38,36.25,5.2
Louis Williams,PG/SG,LAC,@ DEN,2,110.75,6900,15,48,30.3,4.9,1.20,43.25,12.59,9.42,9.34,31.3,13.9,25.2,26.72,29.12,29.12,100,,69,4.2,,25,26.00,3.8
Hassan Whiteside,C,MIA,vs BOS,7,105.00,6800,6,53.1,36.0,0.8,1.37,49.44,13.36,13.47,9.45,22.5,10.5,26.2,25.46,26.17,26.17,100,,63,3.8,Y,21,26.50,3.9
Buddy Hield,SG/SF,SAC,vs DET,10,114.00,6700,16.1,50.8,32.3,2.3,1.03,37.07,9.77,9.91,9.01,25.0,16.0,31.3,33.21,30.95,30.95,100,,69,4.6,Y,29,21.00,3.1
Willie Cauley-Stein,C,SAC,vs DET,28,114.00,6600,17.3,52.5,32.0,2.6,1.11,40.14,8.15,10.04,6.95,19.9,11.2,28.7,30.71,32.40,32.40,100,,69,4.9,Y,25,43.00,6.5
Montrezl Harrell,PF/C,LAC,@ DEN,2,110.75,6500,8.5,47.2,31.0,1.7,1.24,44.48,12.31,11.04,8.63,22.4,9.8,25.1,25.25,25.07,25.07,100,,64,3.9,,22,24.50,3.8
Paul Millsap,PF/C,DEN,vs LAC,29,115.75,6300,21.2,59.4,29.1,2.0,1.11,40.13,13.37,10.89,10.76,21.3,9.8,26.1,28.97,37.57,37.57,100,,63,6,Y,24,20.75,3.3
Bogdan Bogdanovic,SG/SF,SAC,vs DET,10,114.00,6200,15.2,45.8,28.3,4.0,1.01,36.23,7.60,8.75,6.54,23.6,13.0,28.1,31.00,28.30,28.30,100,,69,4.6,,21,19.75,3.2
Al Horford,PF/C,BOS,@ MIA,5,107.00,6100,11,37.6,29.8,3.8,1.06,38.27,10.40,7.59,7.44,18.3,9.8,28.1,25.76,22.41,22.41,100,,75,3.7,Y,23,12.50,2
Jayson Tatum,SF/PF,BOS,@ MIA,17,107.00,6000,17.5,45.2,30.5,1.8,0.98,35.45,7.51,7.89,6.44,22.4,13.3,31.0,30.86,29.38,29.38,100,,74,4.9,Y,32,26.00,4.3
Justise Winslow,PG/SF,MIA,vs BOS,11,105.00,5900,12.6,50.7,26.6,3.9,0.93,33.61,10.02,10.87,8.41,20.5,10.7,28.5,30.21,28.94,28.94,100,,59,4.9,Y,32,40.25,6.8
Josh Richardson,SG/SF,MIA,vs BOS,5,105.00,5800,13.6,43.3,32.3,3.7,0.93,33.34,7.61,8.49,7.02,22.8,15.4,34.9,33.19,26.29,26.29,100,,74,4.5,Y,34,32.75,5.6
Gordon Hayward,SF/PF,BOS,@ MIA,17,107.00,5700,9.2,42.7,25.4,3.6,0.95,34.19,11.71,9.59,8.83,19.3,9.4,26.7,27.14,23.56,23.56,100,,62,4.1,,20,13.25,2.3
