Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ BKN,22,112.25,11200,0,12.7,54.9,9.0,1.51,54.56,1.88,6.33,0,33.5,19.8,36.3,0.00,0.00,0.00,100,,88,0,,,,
Russell Westbrook,PG,OKC,@ WAS,28,115.50,10900,39.2,61.5,53.4,8.2,1.59,57.21,4.66,6.37,4.49,33.6,21.0,33.6,34.70,48.79,48.79,100,,88,4.5,Y,26,53.75,4.9
Stephen Curry,PG/SG,GSW,vs MIN,6,127.00,10300,36.4,63,52.4,5.9,1.54,55.50,9.69,7.60,9.35,31.1,20.2,34.0,34.72,47.81,47.81,100,,85,4.6,Y,35,53.75,5.2
Kawhi Leonard,SG/SF,TOR,@ PHX,19,117.75,10100,34.6,55.5,47.6,3.2,1.37,49.46,5.62,5.97,5.46,29.4,19.8,34.7,35.00,43.51,43.51,100,,87,4.3,Y,30,39.50,3.9
Kevin Durant,SF/PF,GSW,vs MIN,17,127.00,9900,22.9,59.6,49.0,6.2,1.39,49.92,7.47,10.48,6.91,28.5,18.9,35.3,33.31,38.64,38.64,100,,79,3.9,Y,36,56.75,5.7
Chris Paul,PG,HOU,@ BKN,23,112.25,9400,28.1,56.6,42.1,8.3,1.26,45.54,12.02,8.15,11.02,25.0,15.3,33.3,33.00,40.33,40.33,100,,81,4.3,Y,37,68.25,7.3
Paul George,SF/PF,OKC,@ WAS,29,115.50,9000,27.3,50.3,44.5,3.4,1.26,45.40,9.13,6.56,8.97,29.6,20.4,35.3,35.38,37.15,37.15,100,,85,4.1,Y,29,37.00,4.1
Karl-Anthony Towns,C,MIN,@ GSW,8,116.00,8900,17.1,67.3,42.0,2.4,1.30,46.85,12.48,14.34,11.69,23.8,14.0,32.3,33.73,38.62,38.62,100,,66,4.3,Y,35,35.75,4
Victor Oladipo,PG/SG,IND,@ CHI,19,109.50,8700,35.8,56,39.7,4.4,1.21,43.43,4.53,5.78,4.24,30.0,18.3,32.9,33.67,44.48,44.48,100,,85,5.1,Y,36,58.00,6.7
Nikola Vucevic,C,ORL,vs LAC,23,108.25,8600,21.9,69,44.0,4.3,1.54,55.44,8.87,13.44,6.93,25.3,13.3,28.6,28.13,42.08,42.08,100,,69,4.9,Y,32,47.75,5.6
Kyle Lowry,PG,TOR,@ PHX,5,117.75,8400,29.6,50.2,44.9,11.1,1.29,46.35,6.33,5.89,5.95,20.3,12.6,34.9,33.83,38.43,38.43,100,,87,4.6,Y,32,41.00,4.9
DeAndre Jordan,C,DAL,vs NYK,12,111.00,8300,22.6,50.6,40.8,2.6,1.20,43.34,8.48,8.01,7.99,14.8,7.6,33.9,33.94,34.62,34.62,100,,80,4.2,Y,32,19.50,2.3
Rudy Gobert,C,UTA,vs MEM,5,104.75,8200,22,49.5,45.5,1.1,1.35,48.58,9.95,7.85,9.22,17.9,9.1,33.7,33.36,33.79,33.79,100,,83,4.1,Y,37,31.50,3.8
John Wall,PG,WAS,vs OKC,15,118.50,8100,23.1,56.7,41.4,7.1,1.22,44.01,8.25,9.61,8.08,29.1,16.9,33.9,35.25,37.47,37.47,100,,77,4.6,Y,34,34.50,4.3
Jimmy Butler,SG/SF,MIN,@ GSW,23,116.00,8000,19.2,66,43.1,3.3,1.28,45.84,11.01,13.36,11.25,23.3,15.2,33.8,36.78,39.28,39.28,100,,69,4.9,Y,35,32.25,4
Clint Capela,C,HOU,@ BKN,10,112.25,7800,22.3,48,35.6,1.7,1.09,39.26,6.85,7.34,5.57,19.1,11.5,32.7,29.29,33.27,33.27,100,,79,4.3,Y,37,51.25,6.6
Devin Booker,PG/SG,PHX,vs TOR,8,107.75,7700,25.9,44.6,43.8,6.8,1.29,46.32,7.55,5.33,7.26,34.7,17.8,34.0,34.60,33.94,33.94,100,,88,4.4,Y,36,35.50,4.6
Zach LaVine,PG/SG,CHI,vs IND,3,102.50,7600,21.5,41.2,42.1,3.6,1.25,44.90,2.72,5.64,2.54,34.0,19.1,33.8,33.62,29.96,29.96,100,,87,3.9,Y,35,38.00,5
Donovan Mitchell,PG/SG,UTA,vs MEM,2,104.75,7500,0,18.1,36.0,4.4,1.03,36.84,8.63,9.04,0,29.4,19.9,35.1,0.00,0.00,0.00,100,,75,0,,,,
Luka Doncic,PG,DAL,vs NYK,16,111.00,7400,21.2,47.5,35.9,4.4,1.03,37.17,6.42,7.52,6.31,24.5,15.0,34.8,35.40,32.46,32.46,100,,79,4.4,Y,35,39.25,5.3
Tobias Harris,SF/PF,LAC,@ ORL,16,111.25,7300,21.2,49.8,37.2,1.9,1.09,39.38,7.13,8.18,6.68,24.1,15.6,34.0,33.73,33.46,33.46,100,,78,4.6,Y,26,33.25,4.6
Aaron Gordon,SF/PF,ORL,vs LAC,21,108.25,7200,11.8,53.9,33.9,2.4,1.05,37.59,11.82,12.04,10.84,22.8,13.0,32.4,33.01,29.84,29.84,100,,64,4.1,Y,24,9.25,1.3
Marc Gasol,C,MEM,@ UTA,30,96.75,7200,20.8,44.9,36.7,3.5,1.16,41.73,5.60,6.90,4.8,21.3,12.0,31.7,30.83,31.14,31.14,100,,81,4.3,Y,36,51.00,7.1
Tim Hardaway Jr.,SG/SF,NYK,@ DAL,5,106.00,7100,16.3,46.2,37.2,3.3,1.11,40.11,9.85,8.54,9.32,30.7,20.0,33.4,34.06,29.09,29.09,100,,77,4.1,Y,34,33.00,4.6
Steven Adams,C,OKC,@ WAS,26,115.50,7100,18.9,43.2,36.5,1.3,1.05,37.95,6.64,6.93,6.17,15.5,10.0,34.7,33.44,29.29,29.29,100,,81,4.1,Y,23,21.75,3.1
Mike Conley,PG,MEM,@ UTA,4,96.75,7000,14.5,43.6,36.2,6.2,1.16,41.55,9.58,8.32,8.28,28.7,16.2,31.3,31.10,26.96,26.96,100,,77,3.9,Y,33,45.25,6.5
Bradley Beal,SG,WAS,vs OKC,6,118.50,7000,22.2,54.4,37.8,3.7,1.14,41.04,12.03,9.20,11.84,28.2,18.3,33.1,35.44,35.97,35.97,100,,76,5.1,Y,31,37.00,5.3
