Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Anthony Davis,PF/C,NOP,@ NYK,15,121.75,11600,39.9,81.9,59.1,4.9,1.56,56.15,12.08,12.02,12.8,27.6,19.3,37.9,38.14,57.90,57.90,100,,80,5,Y,32,55.50,4.8
Giannis Antetokounmpo,SF/PF,MIL,vs PHX,7,122.75,11400,35.2,78.4,55.8,5.8,1.70,61.35,11.96,12.33,11.61,33.3,18.4,32.8,34.96,53.73,53.73,100,,78,4.7,Y,36,53.50,4.7
LeBron James,SF/PF,LAL,vs UTA,13,111.50,11000,30.2,75.5,54.4,6.9,1.57,56.55,11.03,12.94,10.71,31.4,19.9,34.6,34.96,49.57,49.57,100,,76,4.5,Y,35,51.00,4.6
Russell Westbrook,PG,OKC,vs CHA,21,117.25,10900,46.5,73.2,52.8,9.1,1.64,59.23,6.55,7.65,6.49,32.7,19.7,32.1,35.67,57.93,57.93,100,,86,5.3,Y,35,61.00,5.6
James Harden,PG/SG,HOU,@ DET,3,109.25,10700,31.2,64.3,52.9,7.5,1.47,53.00,8.43,9.46,8.45,36.0,19.5,35.9,36.09,45.40,45.40,100,,82,4.2,Y,41,47.50,4.4
Joel Embiid,C,PHI,vs CLE,18,115.25,10600,37.6,78.9,55.9,3.6,1.60,57.69,11.32,11.80,10.93,32.4,19.4,34.9,34.76,55.34,55.34,100,,79,5.2,Y,33,45.00,4.2
Kevin Durant,SF/PF,GSW,vs POR,12,109.75,10400,26.8,65.6,48.9,5.9,1.41,50.48,9.19,11.07,8.65,31.1,19.1,34.8,33.90,43.43,43.43,100,,77,4.2,Y,38,61.00,5.9
Kemba Walker,PG,CHA,@ OKC,11,111.25,9600,25.6,70.9,47.3,6.4,1.36,48.91,10.25,12.96,10.2,30.8,20.9,34.8,35.82,44.99,44.99,100,,73,4.7,Y,38,43.50,4.5
Stephen Curry,PG/SG,GSW,vs POR,22,109.75,9500,0,23.4,48.6,6.1,1.46,52.65,11.98,11.68,0,31.2,19.8,33.3,0.00,0.00,0.00,100,,76,0,,,,
Nikola Jokic,C,DEN,vs ORL,27,109.50,9400,24.6,76.6,44.9,7.1,1.49,53.60,15.69,14.85,14.27,24.0,12.4,30.2,32.75,46.87,46.87,100,,67,5,Y,23,40.50,4.3
Kawhi Leonard,SG/SF,TOR,vs WAS,30,120.25,9300,38.3,72.9,43.5,3.2,1.30,46.93,6.36,9.89,6.24,29.5,18.2,33.4,35.30,53.16,53.16,100,,77,5.7,Y,30,48.00,5.2
Karl-Anthony Towns,C,MIN,@ BKN,22,111.50,9300,27.4,74.4,43.1,2.1,1.28,46.15,11.39,13.44,11.29,25.2,14.5,33.6,35.68,47.56,47.56,100,,69,5.1,Y,28,37.25,4
Blake Griffin,PF/C,DET,vs HOU,13,105.25,9200,18.3,74.2,48.5,4.8,1.35,48.66,12.32,15.99,12.08,28.5,18.4,35.9,35.30,42.25,42.25,100,,67,4.6,Y,43,44.25,4.8
Kyrie Irving,PG,BOS,@ ATL,27,115.25,9100,29.8,79.8,43.2,6.4,1.32,47.35,11.01,14.28,10.37,27.4,17.9,32.8,33.90,51.26,51.26,100,,67,5.6,Y,20,25.00,2.7
Damian Lillard,PG,POR,@ GSW,7,108.75,9000,26.6,67.8,44.7,6.1,1.30,46.67,10.86,11.79,10.87,30.0,19.2,34.4,36.04,44.26,44.26,100,,74,4.9,Y,35,44.00,4.9
Andre Drummond,C,DET,vs HOU,1,105.25,8900,11.8,57.4,46.7,1.6,1.40,50.47,8.56,13.02,8.04,24.7,15.5,33.3,33.80,31.33,31.33,100,,72,3.5,Y,44,66.50,7.5
Ben Simmons,PG/SF,PHI,vs CLE,7,115.25,8800,14.4,59.9,42.2,7.7,1.27,45.92,10.59,12.99,9.77,20.9,11.3,33.1,33.22,33.88,33.88,100,,69,3.9,Y,37,47.00,5.3
Victor Oladipo,PG/SG,IND,vs SAS,22,105.00,8700,0,27.8,41.3,4.7,1.27,45.76,8.55,13.91,0,30.1,18.3,32.5,0.00,0.00,0.00,100,,66,0,,,,
John Wall,PG,WAS,@ TOR,9,110.25,8700,25.7,58.6,43.3,7.9,1.23,44.43,7.93,9.40,7.63,28.1,17.5,35.1,34.64,39.77,39.77,100,,78,4.6,Y,32,35.75,4.1
Paul George,SF/PF,OKC,vs CHA,25,117.25,8600,34,63.1,47.5,4.4,1.34,48.24,10.34,8.32,10.28,29.0,20.0,35.4,35.80,46.43,46.43,100,,82,5.4,Y,37,42.75,5
Hassan Whiteside,C,MIA,@ CHI,16,108.00,8500,18.6,67,40.6,0.6,1.43,51.52,13.95,13.84,10.88,22.3,11.1,28.4,28.07,39.35,39.35,100,,66,4.6,Y,22,43.00,5.1
