Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Russell Westbrook,PG,OKC,vs LAL,10,118.25,11800,37.3,76.3,57.2,10.6,1.62,58.29,9.63,11.13,9.68,31.1,20.0,35.3,36.19,54.00,54.00,100,,81,4.6,Y,43,63.25,5.4
Nikola Jokic,C,DEN,vs CHI,11,113.50,10600,25.9,75.3,47.9,7.5,1.53,55.15,13.54,14.11,12.6,26.9,14.7,31.3,33.50,47.07,47.07,100,,71,4.4,Y,25,49.00,4.6
LeBron James,SF/PF,LAL,@ OKC,24,108.25,10500,0,26,52.7,7.1,1.52,54.88,11.68,12.98,0,31.5,19.3,34.6,0.00,0.00,0.00,100,,75,0,,,,
Joel Embiid,C,PHI,@ IND,8,110.00,10100,32.6,74.6,54.0,3.4,1.61,57.97,11.53,12.02,11.11,32.6,18.3,33.5,34.68,50.60,50.60,100,,78,5,Y,35,58.25,5.8
Paul George,SF/PF,OKC,vs LAL,26,118.25,9800,34.3,72.3,48.9,3.9,1.37,49.32,10.31,10.87,10.38,29.2,20.5,35.7,36.25,50.57,50.57,100,,78,5.2,Y,44,54.75,5.6
Kawhi Leonard,SF/PF,TOR,vs PHX,20,116.50,9600,0,20.2,47.5,3.1,1.36,48.96,7.34,10.09,0,30.1,19.1,34.9,0.00,0.00,0.00,100,,79,0,,,,
Ben Simmons,PG/SF,PHI,@ IND,15,110.00,9200,25.5,66,44.7,8.2,1.34,48.41,11.00,11.57,10.31,21.9,11.6,33.3,33.74,42.88,42.88,100,,74,4.7,Y,33,34.00,3.7
Kemba Walker,PG,CHA,vs SAC,29,115.50,8700,22,67.5,42.7,5.7,1.24,44.82,11.11,13.01,10.47,30.6,20.0,34.3,33.94,41.47,41.47,100,,70,4.8,Y,29,38.00,4.4
De'Aaron Fox,PG,SAC,@ CHA,22,113.50,8100,21,63.8,37.4,7.3,1.19,42.72,12.59,12.23,11.29,25.1,13.6,31.5,32.28,39.38,39.38,100,,67,4.9,Y,30,30.25,3.7
Devin Booker,PG/SG,PHX,@ TOR,21,107.50,7800,19.8,64.5,41.1,6.9,1.18,42.44,9.39,12.77,8.61,31.4,19.2,34.9,33.00,38.97,38.97,100,,69,5,Y,35,43.50,5.6
Victor Oladipo,PG/SG,IND,vs PHI,25,114.00,7600,16.9,62.5,38.7,5.2,1.19,42.75,9.80,13.03,8.98,27.6,16.5,32.6,32.99,36.42,36.42,100,,66,4.8,Y,34,28.00,3.7
Kyle Lowry,PG,TOR,vs PHX,24,116.50,7400,14.5,53.2,37.9,9.5,1.11,40.03,12.06,11.06,10.42,18.7,11.3,34.1,31.10,31.04,31.04,100,,71,4.2,Y,40,42.25,5.7
Jamal Murray,PG/SG,DEN,vs CHI,7,113.50,7300,14.8,58.1,33.9,4.9,0.99,35.68,10.64,12.35,10.02,25.2,16.5,34.2,33.90,33.36,33.36,100,,64,4.6,Y,29,38.00,5.2
Steven Adams,C,OKC,vs LAL,29,118.25,7200,24.2,50.9,34.8,1.7,1.02,36.88,7.74,7.63,7.78,17.0,10.5,34.0,36.19,35.68,35.68,100,,78,5,Y,41,45.75,6.4
Domantas Sabonis,PF/C,IND,vs PHI,10,114.00,7100,19,50.3,33.7,2.9,1.33,47.97,11.51,8.95,8.79,24.1,9.7,25.3,27.48,32.43,32.43,100,,73,4.6,,22,21.00,3
Pascal Siakam,PF/C,TOR,vs PHX,26,116.50,7000,18.1,51.1,31.0,2.9,1.00,35.96,8.68,9.44,7.5,18.5,10.3,31.0,31.10,32.22,32.22,100,,70,4.6,Y,33,39.50,5.6
Kyle Kuzma,SF/PF,LAL,@ OKC,24,108.25,6900,17.9,52.6,31.8,2.4,0.97,34.91,7.87,9.94,7.5,23.9,15.4,32.8,34.30,32.76,32.76,100,,69,4.7,Y,36,55.50,8
Jimmy Butler,SG/SF,PHI,@ IND,22,110.00,6800,16.1,62.3,36.1,3.5,1.10,39.49,10.71,13.22,9.88,22.7,14.4,32.9,33.20,35.89,35.89,100,,63,5.3,Y,35,51.75,7.6
Myles Turner,C,IND,vs PHI,10,114.00,6700,13.5,52.6,31.0,1.8,1.11,39.99,12.08,11.17,9.28,20.3,10.5,27.9,27.67,30.24,30.24,100,,64,4.5,Y,32,35.50,5.3
Deandre Ayton,C,PHX,@ TOR,9,107.50,6600,15.9,53.8,36.3,2.1,1.17,42.27,10.68,10.81,8.83,21.2,12.3,30.9,29.75,32.13,32.13,100,,70,4.9,Y,35,47.75,7.2
Serge Ibaka,PF/C,TOR,vs PHX,26,116.50,6500,17.6,47.5,30.7,1.4,1.08,38.87,12.11,8.55,10.13,23.9,12.6,28.5,30.10,30.40,30.40,100,,72,4.7,Y,31,31.50,4.8
Zach LaVine,PG/SG,CHI,@ DEN,1,99.50,6500,12.4,45.3,36.9,4.2,1.09,39.06,7.45,9.40,6.52,30.9,18.0,34.0,31.52,26.54,26.54,100,,75,4.1,Y,29,22.25,3.4
Willie Cauley-Stein,C,SAC,@ CHA,17,113.50,6500,15.5,50.1,32.3,2.7,1.13,40.60,8.59,9.91,6.99,20.0,11.2,28.7,29.29,30.32,30.32,100,,69,4.7,Y,27,34.75,5.3
Lonzo Ball,PG,LAL,@ OKC,15,108.25,6400,15.4,55.7,27.9,5.2,0.92,33.06,10.13,11.51,10.03,16.7,9.6,30.4,35.64,32.65,32.65,100,,59,5.1,Y,33,44.00,6.9
Brandon Ingram,PG/SG,LAL,@ OKC,24,108.25,6300,20,50.6,28.2,2.7,0.87,31.34,8.23,8.75,8.24,23.7,13.5,32.4,36.04,33.12,33.12,100,,69,5.3,Y,38,30.75,4.9
Kris Dunn,PG/SG,CHI,@ DEN,1,99.50,6200,15.9,47.9,31.3,6.7,1.03,36.95,7.80,9.14,6.91,22.4,11.7,30.4,31.90,29.64,29.64,100,,71,4.8,Y,30,11.25,1.8
Buddy Hield,SG/SF,SAC,@ CHA,15,113.50,6100,14.6,48.6,31.9,2.2,1.02,36.85,9.58,9.72,7.84,24.9,15.9,31.2,29.46,29.14,29.14,100,,70,4.8,Y,32,33.75,5.5
T.J. Warren,SF/PF,PHX,@ TOR,6,107.50,6000,9.3,49.8,29.9,1.6,0.95,34.06,9.73,11.56,8.91,23.2,14.5,31.6,32.95,26.66,26.66,100,,61,4.4,Y,41,26.50,4.4
Lauri Markkanen,PF,CHI,@ DEN,2,99.50,5900,8.1,45.3,30.7,1.0,0.99,35.50,10.65,10.61,9.27,24.6,14.4,31.1,31.34,24.04,24.04,100,,65,4.1,Y,25,44.00,7.5
Paul Millsap,PF/C,DEN,vs CHI,28,113.50,5800,15.6,52.9,28.3,1.9,1.08,39.12,13.01,10.67,10.32,21.1,9.7,26.1,28.55,31.58,31.58,100,,62,5.4,Y,25,29.50,5.1
Thaddeus Young,SF/PF,IND,vs PHI,10,114.00,5800,13.7,47.9,26.4,1.7,0.87,31.38,8.54,9.75,7.83,17.9,10.3,30.2,33.00,28.35,28.35,100,,63,4.9,Y,32,38.00,6.6
Dennis Schroder,PG/SG,OKC,vs LAL,10,118.25,5700,6.2,41.6,28.4,4.5,0.97,35.10,11.08,10.11,8.48,25.4,14.3,29.2,27.55,21.41,21.41,100,,64,3.8,,16,12.25,2.1
Jeremy Lamb,SG/SF,CHA,vs SAC,28,115.50,5700,15.6,45.6,28.0,1.9,0.96,34.57,8.72,8.57,6.96,21.5,12.5,29.2,28.75,28.43,28.43,100,,69,5,Y,26,25.25,4.4
Bojan Bogdanovic,SG/SF,IND,vs PHI,25,114.00,5600,18.2,42.9,26.0,1.7,0.83,29.74,7.40,7.06,6.79,20.2,11.5,31.5,33.01,28.82,28.82,100,,73,5.1,Y,35,11.75,2.1
Jerami Grant,PF,OKC,vs LAL,26,118.25,5500,17,43.7,24.8,0.9,0.78,28.17,6.99,7.62,6.91,14.5,9.3,31.7,35.58,28.46,28.46,100,,69,5.2,Y,39,27.25,5
Bogdan Bogdanovic,SG/SF,SAC,@ CHA,15,113.50,5500,17.6,47.3,28.1,3.9,1.00,36.16,7.32,8.50,6.3,23.6,12.9,28.0,30.96,30.34,30.34,100,,70,5.5,,27,22.75,4.1
