Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,@ MIN,9,117.75,11700,31.3,66.2,64.4,6.8,1.82,65.74,8.12,9.97,8.03,37.7,24.3,35.3,35.58,46.22,46.22,100,,85,4,Y,23,42.50,3.6
Anthony Davis,PF/C,NOP,vs BKN,16,120.50,11600,42.1,74.4,66.4,5.3,1.88,67.67,5.18,9.23,5.15,27.9,18.0,35.3,35.76,55.96,55.96,100,,86,4.8,Y,38,59.50,5.1
James Harden,PG/SG,HOU,vs LAC,7,110.25,11000,0,12.7,54.9,9.0,1.51,54.56,1.88,6.33,0,33.5,19.8,36.3,0.00,0.00,0.00,100,,88,0,,,,
Stephen Curry,PG/SG,GSW,@ NYK,12,118.50,10200,34.1,59.1,55.1,6.8,1.57,56.67,11.01,7.15,9.69,32.0,21.8,35.0,31.68,44.83,44.83,100,,87,4.4,Y,33,40.50,4
Kevin Durant,SF/PF,GSW,@ NYK,8,118.50,10100,31.7,66.1,49.2,6.0,1.41,50.61,6.64,9.81,5.96,30.9,20.0,35.0,32.31,46.46,46.46,100,,80,4.6,Y,36,60.75,6
Kawhi Leonard,SG/SF,TOR,vs DAL,23,116.75,9300,34.3,55.6,45.7,2.5,1.31,47.33,4.94,6.08,4.85,31.5,21.0,34.8,35.35,43.41,43.41,100,,87,4.7,Y,35,48.25,5.2
Chris Paul,PG,HOU,vs LAC,4,110.25,9200,28,56,47.3,8.0,1.53,54.87,11.07,8.00,10.64,25.4,14.5,31.0,34.60,40.03,40.03,100,,0,4.4,Y,34,33.00,3.6
Jimmy Butler,SG/SF,MIN,vs MIL,13,115.75,8600,29,61,46.2,3.5,1.30,46.84,9.81,9.13,10.08,25.3,15.0,35.5,37.00,42.74,42.74,100,,80,5,Y,24,19.25,2.2
John Wall,PG,WAS,@ SAC,28,120.25,8500,24.8,63.9,39.7,7.5,1.15,41.41,9.88,11.18,9.83,27.8,15.8,34.5,35.80,41.56,41.56,100,,72,4.9,Y,37,52.00,6.1
Kemba Walker,PG,CHA,vs CHI,25,117.75,8200,28.6,56.7,47.2,5.4,1.34,48.22,4.67,8.05,4.67,32.4,22.4,35.2,36.00,40.64,40.64,100,,83,5,Y,26,49.50,6
Karl-Anthony Towns,C,MIN,vs MIL,6,115.75,8000,33.6,61.4,34.9,1.6,1.10,39.51,6.09,7.95,5.88,21.9,12.2,31.8,34.73,45.53,45.53,100,,77,5.7,Y,27,32.75,4.1
Zach LaVine,PG/SG,CHI,@ CHA,17,107.75,7900,30.5,37.6,44.2,3.3,1.23,44.50,3.34,2.05,3.33,32.9,19.3,35.8,35.90,33.53,33.53,100,,95,4.2,Y,26,30.75,3.9
Kyle Lowry,PG,TOR,vs DAL,16,116.75,7800,29.8,55.3,44.8,10.0,1.30,46.88,7.81,7.27,7.56,19.9,11.8,34.4,34.83,40.72,40.72,100,,84,5.2,Y,36,48.00,6.2
Bradley Beal,SG,WAS,@ SAC,24,120.25,7600,17.2,53.1,40.8,4.8,1.32,47.40,11.82,10.27,11.64,28.9,19.3,31.0,35.44,32.60,32.60,100,,75,4.3,Y,39,30.25,4
Nikola Mirotic,SF/PF,NOP,vs BKN,16,120.50,7400,24.2,50.5,46.6,1.7,1.54,55.29,8.50,7.52,6.92,29.2,19.7,30.3,29.30,35.45,35.45,100,,84,4.8,Y,23,25.00,3.4
Tobias Harris,SF/PF,LAC,@ HOU,3,107.25,7300,24.9,51.9,41.3,2.3,1.10,39.60,7.24,7.71,7.39,24.8,16.8,37.5,36.73,36.47,36.47,100,,81,5,Y,27,29.75,4.1
