Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Joel Embiid,C,PHI,@ DEN,11,108.50,10800,0,23.4,54.5,3.5,1.63,58.49,11.68,11.68,0,32.8,18.5,33.5,0.00,0.00,0.00,100,,79,0,,,,
Nikola Jokic,C,DEN,vs PHI,14,118.50,10700,32,81.2,48.6,7.7,1.56,56.13,13.70,14.08,13.09,27.2,14.8,31.2,34.40,53.08,53.08,100,,71,5,Y,34,76.50,7.1
Ben Simmons,PG/SF,PHI,@ DEN,4,108.50,9600,28.3,69.1,44.7,8.3,1.35,48.43,10.96,11.67,10.49,22.1,11.6,33.2,34.47,45.79,45.79,100,,74,4.8,Y,35,40.00,4.2
Kyrie Irving,PG,BOS,vs GSW,10,114.50,9300,23.9,70.9,44.5,6.9,1.37,49.25,10.96,13.43,10.56,28.5,17.8,32.5,34.70,44.03,44.03,100,,70,4.7,Y,40,60.00,6.5
Kevin Durant,SF/PF,GSW,@ BOS,7,118.50,9200,25.3,68.3,49.7,6.0,1.40,50.33,9.72,12.27,9.57,30.1,18.9,35.6,35.44,43.73,43.73,100,,75,4.8,Y,39,51.25,5.6
Stephen Curry,PG/SG,GSW,@ BOS,2,118.50,9100,24.6,66.6,48.5,5.5,1.41,50.91,12.43,12.00,12.08,30.7,20.0,34.3,35.00,42.60,42.60,100,,75,4.7,Y,38,34.75,3.8
Damian Lillard,PG,POR,vs ATL,26,117.00,8900,0,20.5,44.3,6.2,1.26,45.30,9.89,10.27,0,29.8,19.3,35.2,0.00,0.00,0.00,100,,77,0,,,,
Jusuf Nurkic,C,POR,vs ATL,2,117.00,8600,17.2,58.3,37.8,3.2,1.38,49.91,10.26,11.74,8.3,24.7,11.3,27.3,29.11,34.84,34.84,100,,69,4.1,Y,34,40.75,4.7
John Collins,PF/C,ATL,@ POR,19,108.00,8000,23,57,37.2,2.4,1.24,44.67,9.51,9.72,8.72,23.4,13.3,30.0,33.00,37.55,37.55,100,,74,4.7,Y,29,31.00,3.9
Marc Gasol,C,MEM,vs IND,19,98.75,7700,17,57.5,38.4,4.7,1.14,40.97,9.58,11.58,9.3,22.4,12.6,33.8,34.93,34.37,34.37,100,,70,4.5,Y,30,37.75,4.9
Mike Conley,PG,MEM,vs IND,4,98.75,7100,15.2,53.3,36.9,6.1,1.10,39.60,9.65,10.87,9.23,27.0,15.9,33.5,34.43,31.54,31.54,100,,71,4.4,Y,32,48.00,6.8
Myles Turner,C,IND,@ MEM,10,103.75,6900,16,53.9,31.3,1.7,1.11,39.92,11.56,10.84,9.44,19.9,10.4,28.2,29.40,32.22,32.22,100,,65,4.7,Y,28,29.25,4.2
Jamal Murray,PG/SG,DEN,vs PHI,26,118.50,6800,0,24.6,33.4,4.8,1.00,35.87,11.00,12.29,0,25.2,16.1,33.5,0.00,0.00,0.00,100,,63,0,,,,
Jimmy Butler,SG/SF,PHI,@ DEN,1,108.50,6700,0,26.2,36.5,3.7,1.10,39.70,10.71,13.11,0,22.8,14.6,33.1,0.00,0.00,0.00,100,,64,0,,,,
Domantas Sabonis,PF/C,IND,@ MEM,10,103.75,6700,16.2,47.2,33.2,2.8,1.33,47.84,11.34,8.87,8.11,23.8,9.5,25.0,25.75,29.48,29.48,100,,73,4.4,,31,23.00,3.4
C.J. McCollum,PG/SG,POR,vs ATL,19,117.00,6600,18,50.1,31.8,2.6,0.94,33.74,9.53,9.16,9.09,25.4,17.8,34.0,34.32,31.75,31.75,100,,71,4.8,Y,37,61.50,9.3
Will Barton,SG/SF,DEN,vs PHI,9,118.50,6500,8.5,49.9,25.1,3.3,1.09,39.23,13.30,11.84,10.07,23.6,9.9,23.0,27.27,26.23,26.23,100,,53,4,Y,26,23.00,3.5
Trae Young,PG,ATL,@ POR,29,108.00,6400,21.5,58.5,32.1,7.3,1.08,38.88,9.59,10.56,8.52,27.1,14.0,29.7,32.00,37.38,37.38,100,,67,5.8,Y,32,48.00,7.5
Draymond Green,PF/C,GSW,@ BOS,22,118.50,6300,19.8,52.7,32.2,7.3,1.04,37.21,8.60,9.40,7.88,13.1,6.7,31.1,33.00,33.92,33.92,100,,71,5.4,Y,34,37.75,6
DeMarcus Cousins,PF/C,GSW,@ BOS,10,118.50,6200,25.9,33.4,29.3,3.7,1.47,52.65,13.69,2.13,9.13,29.0,10.7,20.0,24.00,29.14,29.14,100,,93,4.7,Y,23,36.50,5.9
Klay Thompson,SG,GSW,@ BOS,4,118.50,5900,14.1,53.4,34.4,2.0,1.00,36.16,14.56,11.23,13.51,26.5,18.5,34.3,33.40,30.93,30.93,100,,67,5.2,Y,35,28.25,4.8
Thaddeus Young,SF/PF,IND,@ MEM,10,103.75,5800,10.6,47.2,27.0,1.8,0.89,32.19,9.46,10.46,7.99,17.9,10.4,30.2,30.40,26.27,26.27,100,,61,4.5,Y,23,21.00,3.6
Al Horford,PF/C,BOS,vs GSW,21,114.50,5700,18.7,48.3,29.7,3.6,1.06,38.03,10.48,8.46,8.75,18.4,9.8,28.1,30.05,31.37,31.37,100,,72,5.5,Y,35,48.75,8.6
Darren Collison,PG,IND,@ MEM,17,103.75,5600,16.5,51.8,25.1,5.7,0.91,32.78,10.99,10.07,9.34,15.9,7.9,27.6,30.60,31.64,31.64,100,,60,5.7,Y,32,36.00,6.4
J.J. Redick,SG/SF,PHI,@ DEN,1,108.50,5600,13.6,39.2,27.4,2.8,0.88,31.72,7.91,7.33,7.26,22.6,13.8,31.1,33.04,24.55,24.55,100,,73,4.4,Y,28,30.00,5.4
Jayson Tatum,SF/PF,BOS,vs GSW,22,114.50,5600,17.3,46.5,30.6,1.8,0.98,35.47,7.82,8.35,6.88,22.6,13.4,31.1,31.68,29.84,29.84,100,,73,5.3,Y,31,34.25,6.1
Terry Rozier,PG/SG,BOS,vs GSW,10,114.50,5500,1.4,35.4,20.7,2.9,0.91,32.91,11.47,9.72,5.54,18.5,8.3,22.7,17.38,15.94,15.94,100,,53,2.9,,19,5.75,1
Bojan Bogdanovic,SG/SF,IND,@ MEM,3,103.75,5400,13.3,38.3,25.6,1.7,0.81,29.25,7.74,7.15,6.9,20.1,11.5,31.6,32.10,23.98,23.98,100,,72,4.4,Y,36,28.25,5.2
Kent Bazemore,SG/SF,ATL,@ POR,2,108.00,5300,0,22.4,27.8,2.6,1.02,36.65,10.06,11.19,0,21.5,11.4,27.3,0.00,0.00,0.00,100,,60,0,,,,
Tyreke Evans,SG/SF,IND,@ MEM,3,103.75,5200,13.5,42,20.2,2.3,0.99,35.41,12.32,8.16,9.45,27.5,10.0,20.5,27.60,25.70,25.70,100,,60,4.9,Y,24,13.75,2.6
Dewayne Dedmon,PF/C,ATL,@ POR,3,108.00,5100,7.8,43.7,25.7,1.4,1.04,37.38,10.35,10.25,7.67,16.9,8.1,24.7,26.67,23.15,23.15,100,,60,4.5,Y,23,29.25,5.7
Kevin Huerter,SG/SF,ATL,@ POR,29,108.00,5100,11.8,45.8,19.7,2.6,0.73,26.28,17.49,9.69,16.52,15.5,8.2,27.0,34.00,26.38,26.38,100,,51,5.2,Y,21,7.25,1.4
Paul Millsap,PF/C,DEN,vs PHI,14,118.50,5000,8,45.8,28.1,1.8,1.10,39.39,13.60,10.81,9.16,21.0,9.6,25.6,24.24,24.19,24.19,100,,62,4.8,Y,17,10.50,2.1
Taurean Prince,SF,ATL,@ POR,2,108.00,5000,8.6,39,24.7,2.1,0.92,33.15,10.42,8.70,8.48,22.5,11.4,26.8,29.30,21.62,21.62,100,,65,4.3,,36,26.00,5.2
Gordon Hayward,SF/PF,BOS,vs GSW,22,114.50,4900,6.9,40.9,24.2,3.5,0.93,33.35,11.81,9.69,7.59,19.4,9.2,26.1,23.15,21.48,21.48,100,,60,4.4,,22,19.25,3.9
Marcus Morris,SF/PF,BOS,vs GSW,22,114.50,4800,12.7,43,26.7,1.4,0.98,35.28,10.29,8.63,7.71,21.0,11.0,27.2,26.96,25.69,25.69,100,,68,5.4,Y,29,24.25,5.1
