Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ CHA,13,116.00,11200,37.1,93.7,61.8,7.5,1.66,59.75,13.78,16.17,13.97,39.7,24.1,37.2,36.50,61.33,61.33,100,,74,5.5,Y,36,50.25,4.5
LeBron James,SF/PF,LAL,vs NOP,21,122.00,11100,40.5,86.6,53.7,7.7,1.53,55.18,10.90,13.17,11.43,30.7,19.2,35.0,37.75,60.21,60.21,100,,75,5.4,Y,37,64.00,5.8
Giannis Antetokounmpo,SF/PF,MIL,@ SAC,20,121.00,11000,45.7,86.9,57.7,6.0,1.74,62.73,11.55,11.75,10.91,31.9,17.4,33.1,34.00,63.35,63.35,100,,80,5.8,Y,24,32.25,2.9
Karl-Anthony Towns,C,MIN,@ ATL,2,120.75,10600,33.3,87.5,48.8,3.2,1.49,53.65,13.93,15.48,13.74,27.6,16.3,32.7,35.50,56.53,56.53,100,,68,5.3,Y,41,71.50,6.7
Luka Doncic,PG/SF,DAL,vs IND,3,107.00,9300,25.6,62.8,41.2,5.7,1.28,45.97,9.67,10.62,9.13,29.4,15.9,32.3,34.00,41.53,41.53,100,,74,4.5,Y,32,48.50,5.2
Kevin Durant,SF/PF,GSW,@ MIA,5,117.00,9200,33.9,74.9,48.7,5.7,1.38,49.67,10.20,11.71,10.06,29.5,18.7,35.3,35.50,51.45,51.45,100,,76,5.6,Y,39,47.25,5.1
Stephen Curry,PG/SG,GSW,@ MIA,8,117.00,9100,30.3,71.2,47.3,5.3,1.38,49.77,12.03,11.67,11.36,29.9,19.7,34.2,34.00,47.83,47.83,100,,75,5.3,Y,34,38.00,4.2
Kyrie Irving,PG,BOS,vs POR,20,114.00,9100,26.8,74.8,44.4,6.9,1.36,48.94,10.65,13.71,10.06,28.3,18.0,32.6,34.00,47.40,47.40,100,,69,5.2,Y,35,43.25,4.8
Andre Drummond,C,DET,@ SAS,18,108.25,9000,28.7,74.9,45.4,1.2,1.37,49.26,10.99,13.19,10.38,23.3,13.8,33.2,34.00,48.53,48.53,100,,71,5.4,Y,37,44.25,4.9
Bradley Beal,SG,WAS,@ BKN,17,116.25,8900,28.4,73,44.2,5.4,1.19,42.96,8.31,12.74,8.77,28.1,19.5,37.0,38.00,47.55,47.55,100,,71,5.3,Y,40,45.50,5.1
Damian Lillard,PG,POR,@ BOS,7,112.00,8800,32,67.5,44.6,6.4,1.27,45.80,9.78,10.13,9.92,29.3,19.0,35.1,36.50,47.24,47.24,100,,77,5.4,Y,37,52.75,6
Blake Griffin,PF/C,DET,@ SAS,2,108.25,8700,23.8,67.2,45.8,5.4,1.29,46.28,9.77,12.41,9.23,30.0,18.3,35.6,34.00,42.41,42.41,100,,73,4.9,Y,35,37.25,4.3
D'Angelo Russell,PG/SG,BKN,vs WAS,22,121.25,8700,20.6,68.4,37.8,6.6,1.26,45.48,12.06,13.67,10.55,30.0,17.9,29.9,31.50,41.08,41.08,100,,64,4.7,Y,29,42.25,4.9
Lauri Markkanen,PF/C,CHI,@ MEM,12,106.75,8600,18.7,60.8,36.7,1.4,1.12,40.44,11.30,12.03,10.44,25.3,15.5,32.7,33.25,36.71,36.71,100,,67,4.3,Y,35,35.50,4.1
Kemba Walker,PG,CHA,vs HOU,25,112.00,8500,25.9,71.5,42.4,5.7,1.23,44.30,10.93,13.03,11.16,30.5,20.1,34.5,36.75,45.44,45.44,100,,69,5.3,Y,37,55.00,6.5
Chris Paul,PG,HOU,@ CHA,16,116.00,8400,27.1,64.4,38.9,8.3,1.19,42.85,10.66,10.68,10.22,22.7,12.5,32.6,34.50,43.07,43.07,100,,73,5.1,Y,32,40.50,4.8
