Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,@ TOR,8,113.50,11200,31,76.1,57.0,6.0,1.69,60.93,11.13,12.89,10.88,32.0,17.6,33.7,35.20,50.30,50.30,100,,77,4.5,Y,37,54.75,4.9
Kawhi Leonard,SF/PF,TOR,vs MIL,12,117.50,9500,27.9,61.7,46.5,3.0,1.34,48.45,7.08,9.65,6.92,29.7,19.0,34.6,35.18,42.36,42.36,100,,79,4.5,Y,37,44.00,4.6
DeMar DeRozan,SG/SF,SAS,vs UTA,7,107.00,8700,19,62.4,42.8,6.0,1.20,43.31,9.73,12.41,9.62,29.8,19.2,35.6,35.61,37.57,37.57,100,,71,4.3,Y,38,51.50,5.9
Kemba Walker,PG,CHA,@ NYK,18,115.75,8500,24.8,67.6,44.3,6.2,1.27,45.73,10.20,12.22,9.92,30.1,19.7,34.8,35.00,43.16,43.16,100,,72,5.1,Y,31,50.50,5.9
Rudy Gobert,C,UTA,@ SAS,4,111.00,8200,14.7,55.8,39.4,1.7,1.26,45.45,9.83,11.74,8.92,17.7,8.3,31.2,32.68,32.29,32.29,100,,70,3.9,Y,34,35.50,4.3
Kyle Lowry,PG,TOR,vs MIL,12,117.50,7600,16.6,55.4,38.8,10.1,1.13,40.94,12.57,11.08,12.08,18.8,11.2,34.2,34.60,33.25,33.25,100,,71,4.4,Y,34,17.25,2.3
Enes Kanter,C,NYK,vs CHA,17,109.75,7500,10.3,53.3,35.1,2.1,1.29,46.36,9.92,12.28,6.92,22.9,11.4,27.2,25.10,28.74,28.74,100,,65,3.8,Y,18,10.50,1.4
Donovan Mitchell,PG/SG,UTA,@ SAS,21,111.00,7400,16.9,60.4,33.2,3.5,1.03,36.96,11.35,12.41,10.95,30.2,18.3,32.3,34.72,35.55,35.55,100,,63,4.8,Y,35,41.25,5.6
LaMarcus Aldridge,PF/C,SAS,vs UTA,24,107.00,7300,22.8,64.1,36.9,2.3,1.10,39.78,8.98,11.81,8.65,25.6,15.7,33.4,34.66,40.52,40.52,100,,68,5.6,Y,29,34.00,4.7
Eric Bledsoe,PG/SG,MIL,@ TOR,4,113.50,7100,18.8,49.3,34.0,5.8,1.15,41.35,10.19,8.69,8.8,21.2,11.7,29.6,31.10,31.88,31.88,100,,74,4.5,Y,33,18.50,2.6
Tim Hardaway Jr.,SG/SF,NYK,vs CHA,12,109.75,6700,13.3,52.3,32.5,3.0,0.98,35.46,10.39,11.14,10.13,27.7,17.6,33.0,35.10,30.01,30.01,100,,66,4.5,Y,35,34.00,5.1
Khris Middleton,SG/SF,MIL,@ TOR,14,113.50,6600,21.4,48.1,34.1,3.8,1.11,40.03,8.12,7.61,7.37,23.8,13.8,30.7,32.69,32.85,32.85,100,,78,5,Y,34,29.25,4.4
Ricky Rubio,PG,UTA,@ SAS,24,111.00,6300,17.7,57.2,29.5,6.4,0.99,35.80,13.11,11.27,11.51,22.6,11.0,29.7,31.61,34.64,34.64,100,,62,5.5,Y,36,33.75,5.4
Jeremy Lamb,SG/SF,CHA,@ NYK,22,115.75,6200,18.6,47.7,28.3,1.8,1.01,36.32,7.61,8.31,6.36,21.2,11.9,28.0,30.07,31.06,31.06,100,,71,5,Y,28,27.75,4.5
Emmanuel Mudiay,PG,NYK,vs CHA,15,109.75,6100,12.3,53.6,22.1,2.9,0.93,33.60,14.41,11.80,12.45,20.7,9.8,23.7,31.10,30.01,30.01,100,,47,4.9,Y,19,14.75,2.4
Pascal Siakam,PF,TOR,vs MIL,25,117.50,6000,21.5,49.1,29.9,2.7,0.99,35.65,7.68,7.88,6.96,17.0,9.4,30.1,32.61,33.36,33.36,100,,74,5.6,Y,25,35.25,5.9
