Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ PHI,26,115.50,13200,49.3,103.5,62.5,8.5,1.67,60.03,13.52,15.48,15,39.5,23.5,37.5,39.93,72.51,72.51,100,,75,5.5,Y,31,55.00,4.2
Giannis Antetokounmpo,SF/PF,MIL,vs DAL,14,117.75,10800,30.8,74.6,56.2,6.0,1.70,61.43,12.31,12.50,10.85,31.7,16.9,33.0,31.72,49.55,49.55,100,,78,4.6,Y,36,56.75,5.3
LeBron James,SF/PF,LAL,vs GSW,24,110.00,10500,0,26,52.7,7.1,1.52,54.88,11.68,12.98,0,31.5,19.3,34.6,0.00,0.00,0.00,100,,75,0,,,,
Joel Embiid,C,PHI,vs HOU,8,118.50,10100,27,68.2,54.0,3.6,1.61,57.92,11.29,11.77,10.47,32.5,18.3,33.6,33.37,44.62,44.62,100,,78,4.4,Y,27,63.00,6.2
Blake Griffin,PF/C,DET,@ WAS,13,105.25,9600,21.1,65.5,46.5,5.3,1.29,46.33,10.64,12.68,10.64,29.7,18.3,36.1,36.00,40.10,40.10,100,,73,4.2,Y,36,46.75,4.9
Nikola Vucevic,C,ORL,@ ATL,1,109.25,9500,19.6,61,45.7,3.8,1.47,53.06,11.59,11.82,10.84,27.9,16.3,31.0,33.68,37.32,37.32,100,,74,3.9,Y,35,55.50,5.8
Kevin Durant,SF/PF,GSW,@ LAL,25,123.00,9500,29,72.2,50.2,6.0,1.41,50.66,9.76,12.34,9.63,30.4,19.1,35.7,35.51,47.48,47.48,100,,75,5,Y,30,39.00,4.1
Stephen Curry,PG/SG,GSW,@ LAL,7,123.00,9400,27.2,70.1,48.8,5.4,1.42,51.00,12.77,12.25,12.4,30.8,20.1,34.4,34.96,45.62,45.62,100,,75,4.9,Y,30,39.75,4.2
Bradley Beal,SG,WAS,vs DET,6,110.25,9400,25.1,71.1,43.3,5.0,1.17,41.98,8.51,13.15,8.98,28.1,19.8,37.1,38.00,44.80,44.80,100,,70,4.8,Y,34,30.25,3.2
Kyrie Irving,PG,BOS,vs MIA,14,110.75,9000,26.3,72.6,44.0,6.8,1.35,48.78,10.70,13.25,10.38,28.5,17.8,32.5,34.93,46.14,46.14,100,,70,5.1,Y,34,63.75,7.1
Andre Drummond,C,DET,@ WAS,22,105.25,8800,0,26.6,43.2,1.2,1.31,47.25,10.48,13.30,0,23.3,13.8,32.9,0.00,0.00,0.00,100,,69,0,,,,
Ben Simmons,PG/SF,PHI,vs HOU,6,118.50,8600,22.9,63.1,44.7,8.2,1.34,48.27,10.91,11.49,10.34,22.0,11.6,33.3,34.11,40.11,40.11,100,,74,4.7,Y,28,30.50,3.5
Rudy Gobert,C,UTA,vs POR,5,111.25,8500,21.2,59.3,41.0,2.2,1.30,46.85,10.52,10.87,10.1,17.6,8.5,31.5,34.57,37.54,37.54,100,,73,4.4,,33,38.25,4.5
Damian Lillard,PG,POR,@ UTA,5,106.25,8300,21.8,57.7,44.0,6.1,1.25,44.98,10.10,10.28,9.75,29.7,19.2,35.2,34.75,37.18,37.18,100,,77,4.5,Y,36,47.50,5.7
D'Angelo Russell,PG/SG,BKN,vs SAC,29,117.25,8300,20.3,65.8,36.0,6.4,1.22,43.91,12.34,13.02,10.56,29.4,17.0,29.5,30.80,39.79,39.79,100,,64,4.8,Y,32,55.50,6.7
Donovan Mitchell,PG/SG,UTA,vs POR,11,111.25,8200,19.3,59.4,35.4,3.7,1.08,38.77,10.43,11.47,9.98,30.8,18.9,32.9,34.46,36.49,36.49,100,,68,4.5,Y,34,53.25,6.5
