Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Russell Westbrook,PG,OKC,@ BOS,3,112.25,11000,30.1,68.7,57.5,10.9,1.62,58.32,9.47,11.03,9.31,30.6,19.6,35.5,35.40,46.66,46.66,100,,81,4.2,Y,37,68.00,6.2
Paul George,SF/PF,OKC,@ BOS,11,112.25,10000,33.5,71.4,50.4,4.0,1.40,50.29,10.15,10.84,10.57,29.2,20.5,36.1,37.50,49.76,49.76,100,,78,5,Y,39,53.50,5.4
Kawhi Leonard,SF/PF,TOR,vs LAC,15,118.00,9500,33.2,68.1,47.4,3.2,1.35,48.70,7.43,9.97,7.47,30.1,19.3,35.0,36.20,48.15,48.15,100,,79,5.1,Y,26,29.75,3.1
Kyrie Irving,PG,BOS,vs OKC,15,116.25,9200,32.1,78.8,44.9,6.9,1.37,49.38,10.74,13.34,11.25,28.7,18.1,32.8,37.70,52.10,52.10,100,,70,5.7,Y,37,53.50,5.8
Tobias Harris,SF/PF,LAC,@ TOR,7,109.00,8200,20.5,53.7,37.6,2.7,1.09,39.09,8.40,9.49,8.26,23.4,15.4,34.6,35.40,34.73,34.73,100,,75,4.2,Y,31,21.50,2.6
Marc Gasol,C,MEM,@ NYK,8,101.00,7800,15.2,55.1,38.2,4.7,1.13,40.63,9.48,11.40,9.01,22.5,12.8,33.8,34.20,32.32,32.32,100,,70,4.1,Y,32,44.75,5.7
Mike Conley,PG,MEM,@ NYK,12,101.00,7700,23,61.2,37.6,6.3,1.12,40.09,9.64,10.89,9.83,26.9,15.9,33.7,36.70,39.38,39.38,100,,71,5.1,Y,34,54.00,7
Kyle Lowry,PG,TOR,vs LAC,20,118.00,7200,0,21.5,37.5,9.2,1.09,39.31,11.67,10.76,0,19.0,11.4,34.4,0.00,0.00,0.00,100,,71,0,,,,
Louis Williams,PG/SG,LAC,@ TOR,25,109.00,7000,27.8,65.8,32.3,5.3,1.24,44.60,12.52,10.86,11.44,31.9,14.7,26.1,32.90,44.05,44.05,100,,66,6.3,,21,23.50,3.4
Montrezl Harrell,PF/C,LAC,@ TOR,21,109.00,6900,18.7,55.6,30.8,1.6,1.18,42.49,11.96,10.54,10.03,22.3,10.1,26.1,30.20,34.49,34.49,100,,66,5,Y,30,25.25,3.7
Al Horford,PF/C,BOS,vs OKC,28,116.25,6700,23.7,55.7,30.9,3.6,1.10,39.48,11.04,9.13,8.89,18.5,10.0,28.2,29.00,37.44,37.44,100,,70,5.6,Y,31,39.00,5.8
Pascal Siakam,PF/C,TOR,vs LAC,28,118.00,6400,27,58.9,31.4,2.9,1.00,35.97,8.43,9.11,8.48,18.7,10.7,31.5,36.20,40.65,40.65,100,,71,6.4,Y,22,22.00,3.4
Danilo Gallinari,SF/PF,LAC,@ TOR,7,109.00,6200,0,17.7,32.9,2.5,1.05,37.84,8.31,8.86,0,22.7,12.8,31.3,0.00,0.00,0.00,100,,73,0,,,,
Steven Adams,C,OKC,@ BOS,19,112.25,6100,14.8,41.3,34.7,1.8,1.02,36.81,7.37,7.57,6.41,17.1,10.7,34.0,31.30,26.14,26.14,100,,78,4.3,Y,36,31.25,5.1
Serge Ibaka,PF/C,TOR,vs LAC,28,118.00,6000,25.6,55.1,31.2,1.4,1.08,38.79,11.42,8.41,11.29,23.8,12.8,29.0,35.60,38.23,38.23,100,,73,6.4,Y,22,32.50,5.4
Noah Vonleh,PF/C,NYK,vs MEM,5,100.00,5700,12.3,49.4,26.0,2.1,0.98,35.12,10.52,10.59,9.35,14.8,6.7,26.6,32.00,28.19,28.19,100,,59,4.9,Y,24,19.50,3.4
