Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,vs POR,6,113.25,11100,0,12.7,54.9,9.0,1.51,54.56,1.88,6.33,0,33.5,19.8,36.3,0.00,0.00,0.00,100,,88,0,,,,
Russell Westbrook,PG,OKC,vs LAC,9,115.50,10500,39.8,62.3,50.3,7.7,1.54,55.47,5.22,6.44,5.03,32.8,18.7,32.7,34.70,49.41,49.41,100,,87,4.7,Y,33,56.00,5.3
Joel Embiid,C,PHI,@ TOR,23,110.75,9700,30.8,75.8,53.2,4.1,1.52,54.48,11.63,12.85,10.55,29.7,19.4,35.1,32.67,50.05,50.05,100,,76,5.2,Y,33,54.75,5.6
Damian Lillard,PG,POR,@ HOU,20,109.25,9600,22.9,70.7,48.2,5.8,1.37,49.12,13.03,13.66,12.82,30.6,20.2,35.3,35.41,43.38,43.38,100,,72,4.5,Y,28,37.25,3.9
Kawhi Leonard,SG/SF,TOR,vs PHI,15,116.75,9500,35.5,54.9,46.2,3.0,1.33,47.79,4.52,5.53,4.44,29.7,20.0,34.8,35.35,43.83,43.83,100,,88,4.6,Y,34,54.75,5.8
Chris Paul,PG,HOU,vs POR,23,113.25,9300,20,52.8,42.5,8.0,1.33,47.81,13.16,9.37,12.52,24.9,14.0,32.0,34.25,34.08,34.08,100,,78,3.7,Y,37,40.75,4.4
Ben Simmons,PG/SF,PHI,@ TOR,20,110.75,9100,18.2,78.7,44.2,7.7,1.46,52.47,9.60,17.28,9.07,21.7,11.8,30.3,34.00,44.13,44.13,100,,61,4.8,Y,34,32.00,3.5
Paul George,SF/PF,OKC,vs LAC,26,115.50,8700,30.2,44.9,42.2,3.4,1.21,43.66,7.53,4.20,7.61,30.0,21.0,34.8,36.38,36.45,36.45,100,,90,4.2,Y,34,58.00,6.7
Nikola Vucevic,C,ORL,vs SAC,27,112.25,8600,20.5,71.3,43.8,4.2,1.52,54.68,9.27,14.51,7.97,25.3,13.7,28.8,30.96,42.26,42.26,100,,67,4.9,Y,27,45.25,5.3
Andre Drummond,C,DET,@ BOS,8,101.50,8500,22.6,60,43.2,1.0,1.37,49.16,7.42,10.70,6.93,28.1,16.6,31.6,33.61,38.62,38.62,100,,75,4.5,Y,31,42.50,5
John Wall,PG,WAS,@ MEM,15,109.50,8400,23.2,59.5,41.3,7.2,1.22,43.89,8.90,10.37,8.57,28.4,17.2,33.8,34.65,38.77,38.77,100,,75,4.6,Y,34,42.25,5
Kemba Walker,PG,CHA,vs MIA,19,112.50,8300,22.6,51,49.3,5.7,1.45,52.44,8.78,8.12,8.64,35.0,23.0,33.9,35.44,34.73,34.73,100,,84,4.2,Y,35,37.50,4.5
Blake Griffin,PF/C,DET,@ BOS,9,101.50,8200,8.9,83,50.7,4.6,1.42,50.98,16.24,21.17,15.63,28.7,20.2,35.8,34.64,40.67,40.67,100,,58,5,Y,34,48.25,5.9
Kevin Love,PF/C,CLE,vs ATL,28,115.50,8100,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
