Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Damian Lillard,PG,POR,@ DAL,5,107.00,9800,22.8,65.8,45.6,6.3,1.29,46.35,11.38,12.28,11.55,30.1,20.1,35.4,36.54,41.22,41.22,100,,73,4.2,Y,38,57.00,5.8
Nikola Vucevic,C,ORL,@ MIA,7,102.25,9000,19.5,62.5,45.7,3.8,1.48,53.47,11.10,12.28,9.78,27.1,15.6,30.8,31.71,37.89,37.89,100,,73,4.2,Y,33,40.00,4.4
Rudy Gobert,C,UTA,vs SAS,3,112.00,8600,16.9,51.1,40.7,1.7,1.25,45.12,10.02,9.77,9.36,17.2,8.6,32.5,33.64,31.55,31.55,100,,76,3.7,Y,29,43.50,5.1
Victor Oladipo,PG/SG,IND,vs CHI,9,109.25,8500,0,27.8,41.3,4.7,1.27,45.76,8.55,13.91,0,30.1,18.3,32.5,0.00,0.00,0.00,100,,66,0,,,,
Zach LaVine,PG/SG,CHI,@ IND,1,101.25,8400,20.3,48.5,41.0,4.7,1.14,41.14,6.39,8.06,6.24,32.0,19.7,35.9,35.14,32.40,32.40,100,,80,3.9,Y,34,30.00,3.6
DeMar DeRozan,SG/SF,SAS,@ UTA,11,104.00,8300,19.3,61.9,42.2,6.0,1.18,42.44,9.41,12.15,9.37,29.6,19.1,35.8,35.86,37.55,37.55,100,,71,4.5,Y,24,30.00,3.6
Devin Booker,PG/SG,PHX,vs SAC,29,108.75,8000,0,21.2,39.9,6.7,1.13,40.88,8.57,10.59,0,31.7,19.3,35.2,0.00,0.00,0.00,100,,73,0,,,,
Donovan Mitchell,PG/SG,UTA,vs SAS,22,112.00,7900,16.9,59.4,34.4,3.7,1.04,37.47,11.07,12.15,10.39,31.1,19.1,33.0,33.80,35.12,35.12,100,,65,4.4,Y,25,29.75,3.8
Hassan Whiteside,C,MIA,vs ORL,28,105.25,7700,18.8,69.1,39.5,0.8,1.46,52.67,13.53,14.38,9.64,22.9,10.9,27.0,25.65,40.37,40.37,100,,64,5.2,Y,25,32.25,4.2
LaMarcus Aldridge,PF/C,SAS,@ UTA,22,104.00,7600,18.9,61.3,37.9,2.4,1.10,39.58,9.50,12.12,8.74,25.4,16.0,34.4,33.11,37.05,37.05,100,,68,4.9,Y,22,25.25,3.3
De'Aaron Fox,PG,SAC,@ PHX,6,113.75,7500,18.8,58.4,36.8,7.5,1.13,40.48,10.48,11.31,10.1,24.2,13.2,32.7,34.70,35.74,35.74,100,,69,4.8,Y,27,28.50,3.8
