Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs IND,4,116.50,11200,42.6,85.4,57.3,6.0,1.74,62.71,11.90,12.21,11.16,31.8,17.3,32.9,33.75,60.96,60.96,100,,79,5.4,Y,33,52.50,4.7
Russell Westbrook,PG,OKC,@ POR,18,115.00,11100,39.8,82.2,58.2,10.6,1.64,59.00,9.64,12.14,9.44,31.1,20.1,35.5,35.25,57.96,57.96,100,,79,5.2,Y,40,48.75,4.4
Paul George,SF/PF,OKC,@ POR,3,115.00,9700,36.2,77.9,51.3,4.2,1.41,50.60,10.21,11.92,10.49,29.3,21.0,36.5,37.00,54.08,54.08,100,,77,5.6,Y,43,65.00,6.7
Damian Lillard,PG,POR,vs OKC,23,118.00,8100,32.3,67.2,44.4,6.3,1.26,45.51,9.67,9.98,9.74,29.3,19.1,35.2,36.25,47.24,47.24,100,,78,5.8,Y,47,76.75,9.5
Jusuf Nurkic,C,POR,vs OKC,30,118.00,6700,26.5,66.3,37.6,3.3,1.38,49.58,10.66,11.37,8.74,24.4,11.2,27.3,29.50,43.56,43.56,100,,70,6.5,Y,34,44.75,6.7
Eric Bledsoe,PG,MIL,vs IND,6,116.50,6400,20.3,58.9,33.5,5.5,1.14,41.15,13.16,11.03,11.24,22.8,12.5,29.3,30.75,36.81,36.81,100,,67,5.8,Y,26,25.75,4
Khris Middleton,SG/SF,MIL,vs IND,14,116.50,6300,25,49.6,33.7,4.3,1.08,38.91,7.74,7.03,6.99,24.2,14.2,31.1,32.50,35.58,35.58,100,,79,5.6,Y,32,42.00,6.7
Myles Turner,C,IND,@ MIL,19,106.50,6200,21.3,56.6,31.4,1.6,1.11,39.80,11.00,10.07,9.24,20.0,10.4,28.4,30.25,36.43,36.43,100,,68,5.9,Y,35,58.25,9.4
C.J. McCollum,PG/SG,POR,vs OKC,19,118.00,6100,20,56.8,33.2,2.9,0.97,35.05,10.53,10.50,10.38,25.7,17.9,34.1,35.50,35.75,35.75,100,,68,5.9,Y,45,36.25,5.9
Bojan Bogdanovic,SG/SF,IND,@ MIL,28,106.50,6000,14.9,44.2,27.4,1.8,0.86,31.10,9.15,8.37,8.2,22.0,12.7,31.7,32.25,27.44,27.44,100,,69,4.6,Y,32,29.75,5
Steven Adams,C,OKC,@ POR,9,115.00,5900,23.1,51.8,33.7,1.6,1.00,35.95,8.72,8.20,7.93,16.8,10.3,33.8,32.75,35.41,35.41,100,,76,6,Y,39,28.25,4.8
Darren Collison,PG,IND,@ MIL,2,106.50,5800,15.9,50.2,26.8,6.0,0.95,34.13,10.24,9.79,8.96,17.0,8.4,28.2,31.50,30.60,30.60,100,,63,5.3,Y,26,29.00,5
