Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Anthony Davis,PF/C,NOP,@ OKC,9,116.00,11300,31.7,72.7,58.0,4.8,1.55,55.72,13.25,11.71,13.16,25.2,17.0,37.5,35.76,49.24,49.24,100,,80,4.4,Y,38,31.00,2.7
Russell Westbrook,PG,OKC,vs NOP,30,119.00,11100,41.4,61.8,53.5,8.8,1.66,59.52,7.73,5.82,7.45,33.2,20.2,32.3,34.70,50.11,50.11,100,,89,4.5,Y,25,38.25,3.4
James Harden,PG/SG,HOU,@ IND,18,107.50,10700,33.6,59.3,52.6,8.6,1.48,53.19,3.34,7.34,3.26,34.3,19.2,35.6,35.10,44.65,44.65,100,,86,4.2,Y,35,50.00,4.7
Stephen Curry,PG/SG,GSW,vs MEM,19,117.00,10300,34.3,59.6,52.6,6.0,1.54,55.48,9.20,7.22,8.35,31.5,20.6,34.1,32.68,45.16,45.16,100,,86,4.4,Y,32,38.75,3.8
Kevin Durant,SF/PF,GSW,vs MEM,23,117.00,10100,25.7,61.5,49.8,5.9,1.41,50.62,7.39,10.21,6.63,28.8,18.9,35.4,32.31,41.03,41.03,100,,79,4.1,Y,32,40.50,4
Blake Griffin,PF/C,DET,vs MIA,17,111.25,9800,13.4,75.1,51.9,4.5,1.42,51.20,14.23,17.64,13.69,29.7,19.6,36.5,34.64,39.84,39.84,100,,66,4.1,Y,40,55.75,5.7
Nikola Jokic,C,DEN,vs BOS,3,105.00,9400,13.9,68.6,47.4,7.7,1.60,57.72,16.27,15.64,13.15,23.4,12.0,29.6,29.10,37.36,37.36,100,,67,4,Y,27,31.00,3.3
Kawhi Leonard,SG/SF,TOR,@ UTA,22,105.75,9200,0,12.4,46.5,3.4,1.37,49.20,5.25,6.22,0,29.3,19.0,34.0,0.00,0.00,0.00,100,,87,0,,,,
Paul George,SF/PF,OKC,vs NOP,6,119.00,8800,26.3,49.4,43.6,3.9,1.26,45.46,8.54,6.62,8.39,28.8,19.4,34.5,35.38,36.19,36.19,100,,85,4.1,Y,37,52.00,5.9
Nikola Vucevic,C,ORL,vs CLE,11,108.75,8700,19.2,63.3,43.0,4.0,1.47,52.81,9.91,12.59,7.89,25.1,13.9,29.3,28.68,38.12,38.12,100,,71,4.4,Y,27,35.00,4
Kyle Lowry,PG,TOR,@ UTA,7,105.75,8600,22.7,47.3,46.0,11.6,1.34,48.11,7.94,7.03,7.46,20.7,12.9,34.4,33.83,33.22,33.22,100,,85,3.9,Y,29,47.25,5.5
Andre Drummond,C,DET,vs MIA,15,111.25,8600,15.7,60,42.5,1.1,1.37,49.39,7.49,12.66,6.78,26.2,15.3,31.0,32.61,34.66,34.66,100,,70,4,Y,44,63.00,7.3
Karl-Anthony Towns,C,MIN,@ LAC,24,114.00,8500,21.2,67.1,40.6,2.3,1.28,45.93,11.58,13.13,10.52,24.0,13.8,31.8,32.69,40.86,40.86,100,,68,4.8,Y,36,52.50,6.2
Chris Paul,PG,HOU,@ IND,4,107.50,8400,15.2,60.3,44.8,8.7,1.31,47.24,13.78,12.89,13.11,26.0,16.5,34.2,34.25,34.56,34.56,100,,71,4.1,Y,38,34.25,4.1
Jrue Holiday,PG/SG,NOP,@ OKC,13,116.00,8300,25.4,48,39.3,8.2,1.11,39.95,8.55,6.46,8.34,23.5,15.2,35.4,35.12,35.08,35.08,100,,84,4.2,Y,40,49.00,5.9
Victor Oladipo,PG/SG,IND,vs HOU,23,106.50,8200,29.9,57.9,42.6,4.3,1.27,45.75,6.18,7.98,5.78,29.9,18.3,33.5,33.67,41.89,41.89,100,,81,5.1,Y,36,38.50,4.7
Jimmy Butler,SG/SF,MIN,@ LAC,3,114.00,8200,21.6,66.8,41.5,3.6,1.22,43.98,11.00,12.93,10.98,24.2,16.3,34.0,35.92,40.95,40.95,100,,69,5,Y,39,35.50,4.3
Nikola Mirotic,SF/PF,NOP,@ OKC,9,116.00,8100,24.3,53.6,42.7,1.4,1.35,48.68,7.89,8.37,6.74,25.1,16.9,31.6,30.76,36.88,36.88,100,,80,4.6,Y,32,41.50,5.1
Rudy Gobert,C,UTA,vs TOR,17,108.75,8000,22.2,54.1,42.3,1.1,1.24,44.53,11.44,9.12,10.6,17.4,8.7,34.2,33.36,35.83,35.83,100,,78,4.5,Y,30,36.50,4.6
Kevin Love,PF/C,CLE,@ ORL,5,104.75,8000,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
Zach LaVine,PG/SG,CHI,@ NYK,16,105.50,8000,25,45.3,40.8,3.8,1.19,42.80,4.93,5.80,4.73,33.7,19.0,34.3,34.55,33.69,33.69,100,,86,4.2,Y,49,60.00,7.5
Marc Gasol,C,MEM,@ GSW,8,103.00,7900,19,50.6,36.9,3.6,1.12,40.41,8.65,9.02,7.45,21.3,12.1,32.9,31.00,32.52,32.52,100,,76,4.1,Y,28,33.00,4.2
Mike Conley,PG,MEM,@ GSW,2,103.00,7800,14.8,46.1,35.8,5.9,1.15,41.59,9.33,8.93,8.21,30.3,16.4,31.0,31.68,28.20,28.20,100,,75,3.6,Y,31,18.75,2.4
Hassan Whiteside,C,MIA,@ DET,14,108.25,7800,0,22.5,37.2,0.1,1.33,47.99,12.94,11.27,0,20.6,9.8,27.9,0.00,0.00,0.00,100,,70,0,,,,
Clint Capela,C,HOU,@ IND,4,107.50,7700,19.2,48.1,37.4,2.0,1.12,40.16,7.15,8.26,6.36,19.4,11.4,33.5,32.00,31.62,31.62,100,,78,4.1,Y,35,34.50,4.5
Kyrie Irving,PG,BOS,@ DEN,12,104.00,7700,23.3,58.8,34.7,5.3,1.11,40.00,9.49,10.14,8.68,25.4,15.0,31.2,32.92,38.55,38.55,100,,71,5,Y,34,53.75,7
