Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Karl-Anthony Towns,C,MIN,@ CHA,8,108.75,10000,31,84.8,50.2,3.3,1.53,55.15,13.89,15.36,13.5,28.7,17.0,32.8,35.00,54.06,54.06,100,,69,5.4,Y,34,56.50,5.7
Nikola Jokic,C,DEN,@ WAS,19,118.75,9600,33.9,82.6,49.2,7.4,1.58,56.67,13.22,13.91,12.3,27.3,14.9,31.2,33.50,54.78,54.78,100,,72,5.7,Y,35,41.00,4.3
Stephen Curry,PG/SG,GSW,vs IND,8,114.25,9300,28.5,67.7,47.0,5.3,1.37,49.32,11.50,11.21,10.62,30.4,20.0,34.3,33.25,45.29,45.29,100,,76,4.9,Y,29,33.50,3.6
Bradley Beal,SG,WAS,vs DEN,1,110.75,9200,29.7,75.1,45.4,5.6,1.21,43.65,8.69,12.96,9.66,28.1,19.7,37.4,40.00,49.13,49.13,100,,71,5.3,Y,36,45.50,4.9
Kevin Durant,SF/PF,GSW,vs IND,6,114.25,9100,28.6,70.1,47.6,5.6,1.35,48.61,10.40,11.86,9.68,29.5,18.6,35.3,33.50,46.38,46.38,100,,75,5.1,Y,28,34.25,3.8
Luka Doncic,PG/SG,DAL,@ SAC,28,110.50,8900,27.5,66.8,42.2,5.8,1.30,46.90,9.88,11.22,9.47,30.2,16.4,32.4,34.50,44.37,44.37,100,,73,5,Y,26,32.00,3.6
Devin Booker,PG/SG,PHX,vs DET,16,105.50,8800,24.8,67.7,42.2,6.8,1.20,43.21,9.09,12.25,9.53,31.9,19.2,35.2,37.75,43.22,43.22,100,,71,4.9,Y,32,39.75,4.5
Andre Drummond,C,DET,@ PHX,23,112.50,8700,28.5,74.7,45.4,1.3,1.37,49.34,10.67,13.20,9.85,22.9,13.4,33.1,33.25,48.32,48.32,100,,71,5.6,Y,32,50.25,5.8
Rudy Gobert,C,UTA,@ ATL,2,116.50,8300,31.7,67.3,41.1,2.0,1.30,46.71,9.46,10.18,8.74,17.8,8.6,31.7,33.25,46.92,46.92,100,,75,5.7,Y,32,32.75,3.9
Donovan Mitchell,PG/SG,UTA,@ ATL,14,116.50,8200,23.2,63.8,38.2,4.1,1.13,40.78,10.04,11.60,9.55,31.7,20.1,33.7,34.25,40.60,40.60,100,,70,5,Y,36,47.50,5.8
Kemba Walker,PG,CHA,vs MIN,7,113.75,8100,25.8,71,42.3,5.7,1.22,43.98,10.91,12.92,11.06,30.6,20.1,34.7,36.50,45.16,45.16,100,,69,5.6,Y,35,44.25,5.5
Blake Griffin,PF/C,DET,@ PHX,28,112.50,7800,23.4,66.4,44.2,5.4,1.26,45.40,9.88,12.30,9.19,29.6,17.8,35.0,33.50,41.83,41.83,100,,72,5.4,Y,31,41.75,5.4
Trae Young,PG,ATL,vs UTA,2,109.50,7500,17.7,61.9,36.2,7.8,1.18,42.42,10.32,12.62,9.32,27.7,15.0,30.7,32.50,36.61,36.61,100,,65,4.9,Y,34,41.50,5.5
John Collins,PF/C,ATL,vs UTA,17,109.50,7400,19.6,57.4,36.8,1.9,1.24,44.73,11.66,10.79,9.55,24.2,13.5,29.7,29.50,35.82,35.82,100,,71,4.8,Y,27,24.50,3.3
De'Aaron Fox,PG,SAC,vs DAL,30,119.50,7300,25.9,64,36.8,7.2,1.16,41.60,10.98,10.90,10.45,24.7,13.6,31.8,34.25,42.21,42.21,100,,70,5.8,Y,33,42.25,5.8
Klay Thompson,SG,GSW,vs IND,9,114.25,7200,20.2,57.9,35.7,2.5,1.04,37.40,13.71,10.75,12.95,26.2,18.5,34.4,34.00,36.37,36.37,100,,70,5.1,Y,29,38.50,5.3
Buddy Hield,SG/SF,SAC,vs DAL,12,119.50,7000,22,57,33.8,2.4,1.06,37.94,9.36,10.00,8.97,25.2,16.6,32.0,34.50,37.01,37.01,100,,70,5.3,Y,35,45.00,6.4
Deandre Ayton,C,PHX,vs DET,28,105.50,6900,21.8,59.6,35.6,1.8,1.15,41.41,10.34,10.80,9.48,20.9,12.3,30.9,33.00,38.00,38.00,100,,70,5.5,Y,25,32.50,4.7
DeMarcus Cousins,C,GSW,vs IND,25,114.25,6800,28.9,57.6,36.3,3.6,1.40,50.47,10.89,8.21,8.32,27.3,11.9,25.9,27.50,41.17,41.17,100,,77,6.1,Y,26,42.75,6.3
Paul Millsap,PF/C,DEN,@ WAS,25,118.75,6700,21.2,62.9,29.2,1.9,1.09,39.31,13.61,11.92,12.29,20.0,9.6,26.8,32.50,39.07,39.07,100,,59,5.8,Y,35,33.00,4.9
Kelly Oubre Jr.,SG/SF,PHX,vs DET,9,105.50,6600,0,23.3,27.2,1.2,0.97,34.91,11.14,11.63,0,22.6,12.2,28.0,0.00,0.00,0.00,100,,57,0,,,,
Draymond Green,PF/C,GSW,vs IND,9,114.25,6500,19.1,51.7,31.2,7.1,0.99,35.70,8.68,9.32,7.53,12.6,6.2,31.4,31.25,33.03,33.03,100,,70,5.1,Y,29,25.75,4
Jeremy Lamb,SG/SF,CHA,vs MIN,2,113.75,6500,17.2,51.7,29.0,2.2,1.01,36.19,10.37,9.86,8.79,22.3,12.4,28.8,30.50,31.96,31.96,100,,66,4.9,,28,28.00,4.3
Myles Turner,C,IND,@ GSW,1,104.25,6400,21.9,58.6,31.8,1.6,1.11,40.02,11.10,10.50,9.71,20.3,10.6,28.6,31.50,37.60,37.60,100,,67,5.9,Y,23,11.00,1.7
Jabari Parker,SF/PF,WAS,vs DEN,11,110.75,6300,18.6,59.5,28.3,2.4,1.05,37.74,13.26,11.70,12.71,24.2,11.6,27.0,34.50,36.10,36.10,100,,59,5.7,,22,16.50,2.6
Domantas Sabonis,PF/C,IND,@ GSW,1,104.25,6200,18.4,50.6,31.8,2.8,1.28,46.20,11.47,9.19,8.12,23.9,9.3,24.8,25.50,32.23,32.23,100,,71,5.2,,23,24.50,4
Jeff Teague,PG,MIN,@ CHA,12,108.75,6100,0,19.9,30.2,8.2,1.00,36.10,9.66,9.93,0,19.1,9.9,30.1,0.00,0.00,0.00,100,,67,0,,,,
Jalen Brunson,PG/SG,DAL,@ SAC,28,110.50,6100,10.7,50.6,17.1,2.9,0.82,29.43,13.76,11.41,12.8,17.6,7.3,20.9,33.50,27.80,27.80,100,,33,4.6,Y,28,16.25,2.7
Dwight Powell,C,DAL,@ SAC,27,110.50,6000,20.6,54.1,20.5,1.3,1.00,35.92,12.21,9.57,11.28,17.9,6.1,20.6,33.25,34.97,34.97,100,,53,5.8,Y,30,33.00,5.5
Jamal Murray,PG/SG,DEN,@ WAS,23,118.75,6000,18.6,58.8,32.9,4.8,1.00,35.84,10.73,11.48,10.28,24.7,15.8,33.0,34.50,35.84,35.84,100,,65,6,Y,26,27.00,4.5
Thaddeus Young,SF/PF,IND,@ GSW,1,104.25,5900,17.6,50.3,28.1,2.4,0.91,32.76,9.81,9.33,9.13,17.9,10.3,30.8,33.50,31.60,31.60,100,,67,5.4,Y,25,34.25,5.8
Bojan Bogdanovic,SG/SF,IND,@ GSW,3,104.25,5900,16.4,44.7,27.6,1.9,0.87,31.19,8.74,8.06,8.19,22.3,12.8,31.9,33.75,28.53,28.53,100,,71,4.8,Y,26,14.00,2.4
