Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Karl-Anthony Towns,C,MIN,vs PHX,25,120.00,10600,30.4,86.1,47.8,2.9,1.44,51.84,14.04,15.91,13.63,27.4,16.4,33.2,34.95,54.31,54.31,100,,67,5.1,Y,39,61.00,5.8
LaMarcus Aldridge,PF/C,SAS,vs LAC,29,114.25,8500,28.6,71.8,38.0,2.5,1.17,41.93,8.80,12.36,8.47,27.0,16.0,32.6,34.64,47.11,47.11,100,,67,5.5,Y,33,55.50,6.5
DeMar DeRozan,SG/SF,SAS,vs LAC,7,114.25,8400,16.9,61.2,41.1,6.4,1.16,41.76,10.98,12.66,10.9,28.4,17.9,35.4,35.75,35.86,35.86,100,,69,4.3,Y,29,23.25,2.8
Devin Booker,PG/SG,PHX,@ MIN,18,109.00,8300,26,70,41.5,7.0,1.19,42.77,9.24,12.57,9.39,31.6,19.4,35.0,36.60,44.84,44.84,100,,70,5.4,Y,33,32.50,3.9
Kemba Walker,PG,CHA,@ IND,3,105.25,8100,15.8,60.3,42.6,5.6,1.25,44.85,10.87,12.74,10.18,30.8,20.0,34.2,33.71,34.86,34.86,100,,70,4.3,Y,37,42.50,5.2
Victor Oladipo,PG/SG,IND,vs CHA,20,113.25,7800,13.4,58.1,38.3,5.2,1.17,42.31,9.74,12.77,8.68,27.6,16.6,32.6,32.07,32.52,32.52,100,,67,4.2,Y,32,41.00,5.3
Tobias Harris,SF/PF,LAC,@ SAS,16,105.25,7600,23.1,53.1,37.0,2.2,1.08,38.91,8.11,8.59,7.76,23.5,15.4,34.2,34.43,35.94,35.94,100,,77,4.7,Y,43,60.75,8
Deandre Ayton,C,PHX,@ MIN,9,109.00,7300,0,22.2,36.1,2.0,1.17,42.20,10.72,11.09,0,20.9,12.1,30.8,0.00,0.00,0.00,100,,69,0,,,,
Montrezl Harrell,PF/C,LAC,@ SAS,8,105.25,6900,20.2,59,31.4,1.8,1.23,44.31,11.91,11.10,10.69,22.4,9.9,25.5,32.32,36.81,36.81,100,,65,5.3,Y,28,24.50,3.6
Myles Turner,C,IND,vs CHA,17,113.25,6800,16.4,54.8,30.9,1.7,1.11,39.85,11.81,10.97,9.38,20.1,10.3,27.9,28.58,32.90,32.90,100,,64,4.8,Y,30,38.00,5.6
Danilo Gallinari,SF/PF,LAC,@ SAS,16,105.25,6700,0,17.7,32.9,2.5,1.05,37.84,8.31,8.86,0,22.7,12.8,31.3,0.00,0.00,0.00,100,,73,0,,,,
Louis Williams,PG/SG,LAC,@ SAS,9,105.25,6700,0,18.3,30.5,4.9,1.20,43.13,12.18,9.14,0,31.4,14.2,25.5,0.00,0.00,0.00,100,,70,0,,,,
Andrew Wiggins,SG/SF,MIN,vs PHX,17,120.00,6600,14.5,51.9,29.7,2.2,0.87,31.24,8.96,10.69,8.68,24.1,16.0,34.2,34.89,30.53,30.53,100,,64,4.6,Y,40,17.00,2.6
Domantas Sabonis,PF/C,IND,vs CHA,17,113.25,6500,15.8,47.1,33.4,2.9,1.32,47.62,11.43,8.95,7.95,23.7,9.6,25.3,25.04,29.22,29.22,100,,73,4.5,,23,32.50,5
Derrick Rose,PG/SG,MIN,vs PHX,29,120.00,6400,14.7,56,31.5,4.8,1.07,38.60,9.11,11.82,7.3,25.2,15.2,29.4,28.84,32.39,32.39,100,,62,5.1,,38,40.00,6.3
Jeff Teague,PG,MIN,vs PHX,29,120.00,6300,18.2,49,29.6,8.1,0.97,35.02,9.21,8.80,7.77,18.6,9.7,30.5,30.38,31.35,31.35,100,,70,5,Y,24,21.75,3.5
Thaddeus Young,SF/PF,IND,vs CHA,17,113.25,6100,14.1,48.1,26.5,1.8,0.88,31.61,8.54,9.70,7.98,17.9,10.3,30.2,33.65,28.67,28.67,100,,63,4.7,Y,28,20.25,3.3
Robert Covington,SF/PF,MIN,vs PHX,17,120.00,6000,0,18.5,29.6,1.3,0.86,31.09,8.69,9.27,0,15.6,10.3,34.3,0.00,0.00,0.00,100,,69,0,,,,
T.J. Warren,SF/PF,PHX,@ MIN,27,109.00,5800,11.9,51.5,29.7,1.5,0.93,33.53,9.67,11.30,8.87,23.0,14.5,31.9,33.04,28.88,28.88,100,,62,5,Y,38,31.50,5.4
Kelly Oubre Jr.,SG/SF,PHX,@ MIN,27,109.00,5700,12.1,51,23.6,0.9,0.91,32.71,11.91,11.10,9.86,21.5,10.7,26.0,29.79,28.75,28.75,100,,53,5,,29,33.00,5.8
Derrick White,PG/SG,SAS,vs LAC,25,114.25,5600,12.8,49.9,20.4,3.5,0.84,30.11,9.75,10.61,8.38,16.4,6.9,24.4,30.93,28.67,28.67,100,,48,5.1,Y,35,25.75,4.6
Rudy Gay,SF/PF,SAS,vs LAC,30,114.25,5500,16,48.5,28.4,2.4,1.06,38.18,8.81,9.30,6.41,21.6,10.7,26.8,26.19,29.91,29.91,100,,67,5.4,Y,29,32.00,5.8
Jeremy Lamb,SG/SF,CHA,@ IND,19,105.25,5400,14.1,43.7,28.1,2.0,0.97,34.96,8.97,8.46,7.1,21.6,12.4,29.0,28.51,26.77,26.77,100,,70,5,Y,30,20.75,3.8
Bojan Bogdanovic,SG/SF,IND,vs CHA,20,113.25,5300,14.5,39.9,25.5,1.7,0.81,29.09,7.80,7.28,7.11,20.1,11.5,31.6,32.82,25.37,25.37,100,,71,4.8,Y,28,29.75,5.6
Darren Collison,PG,IND,vs CHA,20,113.25,5100,9.9,44.4,24.5,5.6,0.89,32.19,10.87,9.87,7.9,15.6,7.6,27.4,26.18,24.66,24.66,100,,60,4.8,Y,30,40.75,8
Marvin Williams,SF/PF,CHA,@ IND,14,105.25,5000,9.8,45.5,23.1,1.2,0.84,30.26,8.52,10.20,7.12,14.6,8.5,27.5,30.10,25.13,25.13,100,,56,5,Y,31,21.25,4.3
Taj Gibson,PF/C,MIN,vs PHX,26,120.00,4900,10.4,38,23.9,1.3,0.93,33.57,9.46,7.87,6.42,16.5,7.9,25.6,24.42,22.25,22.25,100,,67,4.5,Y,24,26.75,5.5
Shai Gilgeous-Alexander,PG/SG,LAC,@ SAS,19,105.25,4700,10.2,43.9,20.3,2.9,0.78,28.18,9.60,9.63,9.08,17.3,7.9,25.9,34.06,24.63,24.63,100,,53,5.2,Y,38,15.50,3.3
Bryn Forbes,PG/SG,SAS,vs LAC,25,114.25,4600,12.4,38,21.0,2.2,0.74,26.62,7.78,7.32,6.86,18.3,10.1,28.4,31.75,23.40,23.40,100,,65,5.1,Y,27,9.50,2.1
Nicolas Batum,SG/SF,CHA,@ IND,19,105.25,4500,11,39.1,23.2,3.5,0.76,27.23,8.23,8.03,7.2,13.0,7.1,30.6,31.50,23.00,23.00,100,,65,5.1,Y,32,20.25,4.5
Guillermo Hernangomez,C,CHA,@ IND,10,105.25,4400,3.2,36.8,17.5,1.0,1.25,45.00,18.02,9.61,7.61,23.5,5.4,14.0,15.20,17.59,17.59,100,,45,4,,18,9.75,2.2
Josh Okogie,SG/SF,MIN,vs PHX,16,120.00,4400,5.1,36,15.1,1.2,0.70,25.30,14.80,8.84,11.6,16.9,6.5,21.5,28.22,18.34,18.34,100,,41,4.2,Y,11,9.75,2.2
Marco Belinelli,SG/SF,SAS,vs LAC,7,114.25,4300,8.1,33,18.3,1.8,0.82,29.58,10.52,7.12,6.52,20.5,8.8,22.3,22.32,18.79,18.79,100,,61,4.4,,27,21.25,4.9
