Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs CLE,11,116.00,11700,0,25.3,56.9,6.0,1.68,60.58,11.01,12.63,0,31.6,17.5,33.8,0.00,0.00,0.00,100,,78,0,,,,
Russell Westbrook,PG,OKC,vs UTA,10,111.50,11000,36.9,76.5,56.2,10.2,1.68,60.46,8.78,11.30,8.51,31.8,19.4,33.4,34.90,53.85,53.85,100,,80,4.9,Y,36,45.25,4.1
Anthony Davis,PF/C,NOP,@ BOS,12,110.50,10900,34.3,76.1,59.1,4.9,1.61,57.73,10.97,11.93,11.12,28.0,19.0,36.8,36.48,52.24,52.24,100,,80,4.8,Y,38,60.75,5.6
LeBron James,SF/PF,LAL,vs MIA,20,113.25,10700,31.8,76.5,52.6,6.9,1.52,54.53,10.79,12.78,10.97,31.9,20.0,34.7,36.61,50.92,50.92,100,,76,4.8,Y,38,61.75,5.8
Kevin Durant,SF/PF,GSW,vs MIN,23,119.00,10100,31.2,78.5,52.0,6.3,1.45,52.18,10.72,13.54,10.31,31.8,19.9,35.9,34.63,51.46,51.46,100,,74,5.1,Y,35,39.75,3.9
Stephen Curry,PG/SG,GSW,vs MIN,2,119.00,9900,23,64.6,48.4,5.8,1.45,52.20,12.47,11.89,11.86,31.6,19.5,33.4,34.25,40.79,40.79,100,,75,4.1,Y,36,64.25,6.5
Joel Embiid,C,PHI,vs DET,25,114.75,9800,36.9,78.1,53.8,3.6,1.57,56.37,12.06,11.77,11.69,31.7,18.6,34.3,34.90,54.55,54.55,100,,78,5.6,Y,33,45.50,4.6
Blake Griffin,PF/C,DET,@ PHI,9,103.75,9500,0,26.5,46.7,4.9,1.32,47.29,10.45,13.24,0,29.3,18.5,35.5,0.00,0.00,0.00,100,,72,0,,,,
Nikola Jokic,C,DEN,vs MEM,8,99.50,9300,23.8,71.6,44.8,7.7,1.48,53.45,14.06,13.65,13.03,24.3,13.0,30.2,33.35,44.32,44.32,100,,70,4.8,Y,38,55.50,6
Karl-Anthony Towns,C,MIN,@ GSW,7,109.00,9200,18.9,68.3,45.0,2.3,1.34,48.23,12.47,14.11,12.2,26.5,15.7,33.6,35.23,40.09,40.09,100,,69,4.4,Y,34,52.75,5.7
Victor Oladipo,PG/SG,IND,vs WAS,24,111.50,9000,0,27.8,41.3,4.7,1.27,45.76,8.55,13.91,0,30.1,18.3,32.5,0.00,0.00,0.00,100,,66,0,,,,
Kyrie Irving,PG,BOS,vs NOP,26,112.50,8900,0,26.9,41.7,6.4,1.32,47.43,10.55,13.44,0,28.2,17.3,31.7,0.00,0.00,0.00,100,,68,0,,,,
Paul George,SF/PF,OKC,vs UTA,13,111.50,8800,27.7,64.2,47.2,4.4,1.35,48.71,10.50,10.44,10.09,28.7,19.6,34.9,34.60,43.32,43.32,100,,78,4.9,Y,30,48.75,5.5
John Wall,PG,WAS,@ IND,1,105.50,8700,0,21.8,41.9,8.3,1.23,44.13,8.53,10.90,0,28.5,17.0,34.2,0.00,0.00,0.00,100,,74,0,,,,
Nikola Vucevic,C,ORL,@ DAL,24,103.25,8600,29.3,70.4,45.4,3.7,1.47,52.87,10.63,11.73,9.27,27.2,15.8,30.9,31.38,46.94,46.94,100,,74,5.5,Y,26,38.50,4.5
Ben Simmons,PG/SF,PHI,vs DET,13,114.75,8500,20,60.1,42.2,7.9,1.27,45.80,9.54,11.45,9.3,20.6,10.8,33.2,35.10,37.21,37.21,100,,73,4.4,Y,30,47.50,5.6
Andre Drummond,C,DET,@ PHI,16,103.75,8400,19.9,69.1,45.5,1.3,1.38,49.76,10.78,14.05,10.01,25.1,15.4,32.9,33.43,40.99,40.99,100,,69,4.9,Y,37,54.25,6.5
Bradley Beal,SG,WAS,@ IND,14,105.50,8400,24.5,56.3,38.9,4.4,1.10,39.69,8.69,9.10,8.81,27.1,17.6,35.3,36.50,38.14,38.14,100,,77,4.5,Y,44,46.25,5.5
Marc Gasol,C,MEM,@ DEN,30,97.50,8300,23.1,62.4,40.7,3.9,1.16,41.70,9.42,11.22,8.74,21.8,13.2,35.2,33.42,39.94,39.94,100,,72,4.8,Y,31,18.00,2.2
Devin Booker,PG/SG,PHX,vs LAC,3,106.75,8200,0,21.2,39.9,6.7,1.13,40.88,8.57,10.59,0,31.7,19.3,35.2,0.00,0.00,0.00,100,,73,0,,,,
Mike Conley,PG,MEM,@ DEN,5,97.50,8100,21,60,37.9,6.5,1.11,40.21,9.84,11.12,9.53,27.3,16.3,34.0,34.85,37.71,37.71,100,,71,4.7,Y,32,33.75,4.2
Hassan Whiteside,C,MIA,@ LAL,23,108.25,8100,0,28.3,39.2,0.8,1.46,52.40,13.27,14.13,0,22.6,10.7,26.9,0.00,0.00,0.00,100,,64,0,,,,
Jrue Holiday,PG/SG,NOP,@ BOS,3,110.50,8000,26.7,57.5,44.2,8.9,1.21,43.58,7.76,8.81,8.15,25.1,16.7,36.5,37.83,39.87,39.87,100,,80,5,Y,39,21.75,2.7
Kevin Love,PF/C,CLE,@ MIL,21,103.00,8000,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
Rudy Gobert,C,UTA,@ OKC,22,106.50,7900,22.2,62.6,39.2,1.9,1.25,45.14,9.77,11.54,8.96,17.7,8.3,31.3,33.01,39.55,39.55,100,,71,5,Y,21,35.00,4.4
