Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ GSW,24,108.75,11000,46.5,97,58.7,8.4,1.59,57.23,11.60,14.42,12.69,38.1,21.8,36.9,39.37,68.11,68.11,100,,75,6.2,Y,44,91.00,8.3
Nikola Jokic,C,DEN,@ SAC,29,115.00,9800,27.5,76.3,46.2,7.7,1.49,53.43,13.68,13.96,12.92,25.3,13.5,31.1,34.00,48.42,48.42,100,,70,4.9,Y,32,55.75,5.7
Stephen Curry,PG/SG,GSW,vs HOU,16,116.75,9500,26.1,70.7,47.5,5.3,1.37,49.51,13.46,12.74,13.14,30.3,19.5,34.6,35.14,45.19,45.19,100,,73,4.8,Y,40,47.75,5
Kevin Durant,SF/PF,GSW,vs HOU,2,116.75,9200,18.6,64.4,50.7,6.2,1.42,50.95,10.27,13.09,10.02,31.1,19.4,35.8,35.13,38.26,38.26,100,,74,4.2,Y,42,40.75,4.4
Kawhi Leonard,SF/PF,TOR,@ SAS,16,107.25,8800,30,61.7,46.5,2.8,1.34,48.12,6.74,9.05,6.46,30.5,19.2,34.8,34.50,43.61,43.61,100,,81,5,Y,33,32.25,3.7
DeMar DeRozan,SG/SF,SAS,vs TOR,19,110.25,7800,23.6,66.9,41.7,6.3,1.19,42.77,9.69,12.35,9.67,28.8,18.2,35.1,35.93,42.15,42.15,100,,70,5.4,Y,33,62.00,7.9
De'Aaron Fox,PG,SAC,vs DEN,4,112.00,7500,21.2,66.5,38.0,7.5,1.18,42.59,12.98,12.94,12.57,25.1,13.9,32.1,34.86,40.65,40.65,100,,66,5.4,Y,29,31.50,4.2
LaMarcus Aldridge,PF/C,SAS,vs TOR,26,110.25,7400,27.7,66.8,37.6,2.2,1.16,41.60,8.90,11.16,8.68,26.9,16.0,32.5,35.12,44.43,44.43,100,,70,6,Y,30,31.50,4.3
Jamal Murray,PG/SG,DEN,@ SAC,29,115.00,7300,21.6,66.6,33.7,4.9,0.98,35.17,11.05,12.84,10.9,24.7,16.4,34.5,35.50,40.90,40.90,100,,62,5.6,Y,37,56.75,7.8
Chris Paul,PG,HOU,@ GSW,8,108.75,7200,0,22.1,37.4,8.0,1.13,40.65,11.23,11.06,0,23.1,12.7,33.1,0.00,0.00,0.00,100,,70,0,,,,
Kyle Lowry,PG,TOR,@ SAS,15,107.25,7100,0,22.9,38.8,9.8,1.14,40.94,12.66,11.44,0,19.1,11.5,34.1,0.00,0.00,0.00,100,,71,0,,,,
Clint Capela,C,HOU,@ GSW,17,108.75,6900,21.7,57.3,40.0,1.4,1.18,42.44,9.10,10.18,8.93,19.3,11.6,33.9,35.31,36.93,36.93,100,,75,5.4,Y,46,63.75,9.2
Willie Cauley-Stein,C,SAC,vs DEN,28,112.00,6500,19.9,55.5,31.7,2.5,1.10,39.69,7.65,10.18,6.81,19.6,11.2,28.8,32.07,35.12,35.12,100,,68,5.4,Y,30,24.50,3.8
Buddy Hield,SG/SF,SAC,vs DEN,2,112.00,6300,16.4,50.4,32.3,2.3,1.03,37.08,9.82,9.71,9.43,25.2,16.1,31.3,34.56,30.93,30.93,100,,70,4.9,Y,35,38.50,6.1
Pascal Siakam,PF/C,TOR,@ SAS,4,107.25,6200,14.1,44.5,30.2,2.7,0.99,35.45,8.79,8.70,7.99,18.2,10.1,30.6,32.72,27.12,27.12,100,,71,4.4,Y,27,30.00,4.8
Klay Thompson,SG,GSW,vs HOU,15,116.75,6100,17,53.7,33.4,2.0,0.97,34.81,12.73,10.49,12.38,26.8,18.6,34.5,35.00,32.76,32.76,100,,69,5.4,Y,43,49.75,8.2
Eric Gordon,SG/SF,HOU,@ GSW,24,108.75,6000,0,17.5,24.3,2.2,0.73,26.48,9.32,8.77,0,22.6,14.6,33.1,0.00,0.00,0.00,100,,64,0,,,,
DeMarcus Cousins,PF/C,GSW,vs HOU,1,116.75,6000,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
