Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
LeBron James,SF/PF,LAL,@ ATL,28,122.75,10500,35.7,81,52.8,7.4,1.52,54.86,11.39,12.94,11.07,31.1,19.1,34.7,35.00,55.13,55.13,100,,75,5.3,Y,43,78.75,7.5
Anthony Davis,PF/C,NOP,vs ORL,10,114.50,10300,31.3,75.1,61.2,4.3,1.67,60.04,10.76,12.50,9.56,29.6,20.2,36.7,32.00,50.08,50.08,100,,80,4.9,Y,24,16.50,1.6
Joel Embiid,C,PHI,vs BOS,19,116.25,10200,31.5,71.3,54.8,3.5,1.63,58.53,11.30,11.37,10.67,33.2,18.6,33.7,34.00,48.55,48.55,100,,79,4.8,Y,37,50.50,5
Nikola Vucevic,C,ORL,@ NOP,20,110.50,9500,28.1,67,46.1,3.8,1.48,53.09,11.07,11.12,10.46,27.9,16.7,31.2,34.00,44.74,44.74,100,,76,4.7,Y,27,56.75,6
Kyrie Irving,PG,BOS,@ PHI,9,110.25,9400,0,27,44.6,6.9,1.37,49.40,10.40,13.52,0,28.7,17.9,32.5,0.00,0.00,0.00,100,,70,0,,,,
Kevin Durant,SF/PF,GSW,vs UTA,17,118.75,9100,25.3,67.5,49.0,5.9,1.38,49.74,9.92,12.08,9.64,30.0,18.9,35.4,35.00,43.37,43.37,100,,75,4.8,Y,37,41.50,4.6
Stephen Curry,PG/SG,GSW,vs UTA,6,118.75,9000,26,68.4,47.3,5.3,1.38,49.67,12.62,12.11,12.27,30.0,19.5,34.3,35.00,44.14,44.14,100,,74,4.9,Y,36,49.75,5.5
Jrue Holiday,PG/SG,NOP,vs ORL,10,114.50,8500,29.5,59.7,43.8,8.0,1.20,43.19,8.01,8.64,8.01,25.3,17.1,36.5,36.00,42.44,42.44,100,,80,5,Y,24,35.25,4.1
Donovan Mitchell,PG/SG,UTA,@ GSW,5,109.75,8300,28.4,69.8,36.8,4.0,1.11,39.86,10.48,11.83,10.19,31.4,19.4,33.2,35.00,46.10,46.10,100,,68,5.6,Y,36,36.75,4.4
Rudy Gobert,C,UTA,@ GSW,27,109.75,8200,25.5,61.8,41.2,2.2,1.31,47.03,10.07,10.37,8.95,17.8,8.6,31.5,32.00,41.09,41.09,100,,75,5,Y,35,37.50,4.6
Mike Conley,PG,MEM,vs SAS,26,100.50,7900,23.4,61.6,37.9,6.4,1.13,40.56,9.75,10.92,8.94,27.0,15.9,33.6,33.00,39.73,39.73,100,,71,5,,,,
Ben Simmons,PG/SF,PHI,vs BOS,13,116.25,7800,23.3,64.3,43.8,7.9,1.30,46.75,11.42,11.69,11.1,22.3,12.0,33.7,35.00,40.88,40.88,100,,73,5.2,Y,35,32.25,4.1
LaMarcus Aldridge,PF/C,SAS,@ MEM,4,107.50,7700,18.8,60.9,39.1,2.6,1.20,43.06,9.67,12.01,8.86,27.2,16.1,32.7,33.00,36.86,36.86,100,,69,4.8,Y,35,47.75,6.2
John Collins,PF/C,ATL,vs LAL,8,116.75,7600,18.5,53.7,36.3,2.1,1.22,43.94,10.15,10.06,9.02,24.0,13.3,29.7,32.00,33.54,33.54,100,,72,4.4,Y,34,36.50,4.8
Julius Randle,PF/C,NOP,vs ORL,10,114.50,7400,20.3,58.7,38.1,2.9,1.29,46.53,11.50,10.97,10.22,27.0,13.5,29.5,32.00,36.74,36.74,100,,71,5,,22,30.00,4.1
DeMar DeRozan,SG/SF,SAS,@ MEM,4,107.50,7300,12.3,55.2,40.4,6.2,1.15,41.41,10.56,12.27,10.27,28.5,17.8,35.2,35.00,30.66,30.66,100,,70,4.2,Y,41,28.50,3.9
Terry Rozier,PG/SG,BOS,@ PHI,9,110.25,6900,14.3,50.7,21.9,3.2,0.95,34.09,13.00,10.41,11.19,18.6,8.4,23.1,31.00,29.92,29.92,100,,52,4.3,Y,31,21.50,3.1
