Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Anthony Davis,PF/C,NOP,@ BKN,21,115.50,11800,42.5,83.6,60.8,4.5,1.64,58.92,10.42,11.76,10.97,29.2,20.4,37.1,37.90,60.11,60.11,100,,81,5.1,Y,42,82.50,7
Russell Westbrook,PG,OKC,@ LAL,12,117.00,11700,34.6,73.3,55.9,10.1,1.62,58.13,10.50,11.06,10.35,30.7,19.3,34.6,35.50,51.19,51.19,100,,80,4.4,Y,36,60.00,5.1
Joel Embiid,C,PHI,@ PHX,25,114.00,10600,39.1,81.4,53.7,3.5,1.58,56.95,11.58,12.09,12.64,32.1,18.3,33.9,39.30,57.26,57.26,100,,77,5.4,Y,36,77.50,7.3
LeBron James,SF/PF,LAL,vs OKC,15,112.00,10500,0,26,52.7,7.1,1.52,54.88,11.68,12.98,0,31.5,19.3,34.6,0.00,0.00,0.00,100,,75,0,,,,
Karl-Anthony Towns,C,MIN,@ BOS,7,104.50,9600,23.9,77.7,47.3,2.9,1.40,50.35,13.77,15.38,13.88,26.5,15.9,33.8,36.29,46.94,46.94,100,,67,4.9,Y,37,55.50,5.8
Nikola Vucevic,C,ORL,@ CHI,14,100.25,9400,26.1,71.1,45.5,3.7,1.46,52.65,11.95,12.85,11.27,27.3,15.9,31.1,33.96,45.40,45.40,100,,72,4.8,Y,26,52.50,5.6
Paul George,SF/PF,OKC,@ LAL,28,117.00,9200,36.8,77.3,49.4,4.1,1.40,50.33,10.60,11.57,10.75,29.2,20.1,35.3,36.50,54.17,54.17,100,,77,5.9,Y,34,53.50,5.8
Kemba Walker,PG,CHA,vs DAL,11,111.75,9000,20.8,65.9,44.5,6.0,1.28,46.10,11.16,12.90,10.56,30.1,20.0,34.7,34.07,40.10,40.10,100,,71,4.5,Y,27,22.25,2.5
Ben Simmons,PG/SF,PHI,@ PHX,25,114.00,8900,41.7,81.4,43.3,7.9,1.32,47.36,10.52,11.34,11.89,21.5,11.2,32.9,40.70,58.69,58.69,100,,74,6.6,Y,40,41.75,4.7
Kyrie Irving,PG,BOS,vs MIN,6,110.50,8800,0,25.5,43.8,6.6,1.35,48.71,10.39,12.73,0,28.5,18.0,32.4,0.00,0.00,0.00,100,,71,0,,,,
