Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs CHI,28,119.75,11500,43.6,88.1,54.8,5.6,1.69,60.57,10.78,12.72,10.45,33.5,18.0,32.5,34.91,62.70,62.70,100,,77,5.5,Y,32,51.75,4.5
Anthony Davis,PF/C,NOP,vs NYK,1,118.75,11400,40.5,84.9,57.5,4.6,1.52,54.60,13.37,12.68,13.35,27.1,19.0,37.9,35.95,59.53,59.53,100,,78,5.2,Y,40,76.75,6.7
Joel Embiid,C,PHI,vs UTA,30,110.00,10300,30.5,75.1,55.8,3.9,1.58,57.00,12.17,12.73,11.7,31.1,18.7,35.3,34.61,49.61,49.61,100,,77,4.8,Y,26,44.75,4.3
Karl-Anthony Towns,C,MIN,vs POR,24,113.00,9600,24.6,73.4,44.6,2.2,1.32,47.69,11.73,13.93,11.82,24.9,14.8,33.7,36.29,45.51,45.51,100,,69,4.7,Y,34,30.25,3.2
John Wall,PG,WAS,vs BKN,25,115.00,9500,32.8,64.4,43.6,8.3,1.25,45.07,7.52,9.03,7.3,27.9,16.6,34.8,34.96,46.36,46.36,100,,79,4.9,Y,38,30.75,3.2
Victor Oladipo,PG/SG,IND,vs MIA,17,109.25,9300,31.3,64.4,45.2,4.9,1.31,46.99,7.44,9.44,7.58,31.2,20.0,34.6,36.69,45.50,45.50,100,,79,4.9,Y,30,22.50,2.4
Damian Lillard,PG,POR,@ MIN,3,112.00,9100,21.1,62.5,44.8,6.2,1.31,47.28,10.91,11.85,10.67,29.1,18.9,34.1,35.21,38.84,38.84,100,,74,4.3,Y,37,29.00,3.2
Kawhi Leonard,SG/SF,TOR,@ BOS,22,108.00,9000,31.2,59.8,43.0,3.2,1.31,47.22,5.89,8.18,5.58,29.6,17.7,32.8,34.10,43.44,43.44,100,,81,4.8,Y,43,62.25,6.9
Jrue Holiday,PG/SG,NOP,vs NYK,21,118.75,8300,31.4,59.1,42.5,9.3,1.17,42.02,8.29,7.93,8.34,23.8,15.6,36.4,36.22,43.25,43.25,100,,81,5.2,Y,36,49.00,5.9
Ben Simmons,PG/SF,PHI,vs UTA,8,110.00,8200,12.8,61.9,41.3,7.6,1.27,45.89,11.32,14.04,10.85,20.5,10.7,32.4,34.50,33.84,33.84,100,,66,4.1,Y,36,34.50,4.2
Bradley Beal,SG,WAS,vs BKN,16,115.00,8100,27.9,55.5,38.2,3.6,1.13,40.51,8.92,7.89,8.89,27.6,17.4,33.9,35.86,39.73,39.73,100,,79,4.9,Y,38,32.50,4
